IPR	description	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
IPR028148	Immunity protein 74	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
IPR028150	Lustrin, cysteine-rich repeated	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
IPR028153	Transmembrane protein C12orf23, UPF0444	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR028154	AMP-dependent ligase, C-terminal	94	90	322	66	73	98	81	99	79	111	88	97	173	124	45	296	59	243	211	168	78	107	60	78
IPR028157	PELOTA RNA-binding domain	25	37	10	26	25	12	38	41	37	31	11	53	20	20	12	15	25	69	67	26	70	42	19	68
IPR028158	RPA-interacting protein, N-terminal domain	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028159	RPA-interacting protein, C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028162	Siroheme biosynthesis protein Met8, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR028163	HAUS augmin-like complex subunit 6, N-terminal	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
IPR028166	Bifunctional transglycosylase second domain	24	27	108	24	37	25	25	42	15	21	26	16	52	45	15	60	39	195	185	55	92	20	23	117
IPR028167	Hermansky-Pudlak syndrome 3, central region	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028169	Raftlin family	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028172	Intraflagellar transport protein 20	0	7	1	2	0	2	1	5	1	1	2	3	1	0	1	3	1	1	4	0	7	4	0	13
IPR028182	BMP-2-inducible protein kinase, C-terminal	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IPR028185	Immunity protein 70	2	0	4	2	0	1	0	0	0	2	2	0	3	2	3	0	1	6	3	1	0	0	2	0
IPR028187	STAT6, C-terminal	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028188	Type IV pilin PilA	1	2	0	3	0	0	7	2	3	1	4	2	6	3	0	1	0	0	1	7	1	2	1	1
IPR028189	Nitrate reductase, alpha subunit, N-terminal	61	109	292	81	63	76	73	95	52	44	59	73	89	55	41	222	73	239	205	95	129	102	30	151
IPR028190	Novel toxin 21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	2	1	1	0	0
IPR028191	WASH complex subunit 7, N-terminal	0	3	3	0	1	1	0	2	0	1	0	0	1	0	2	7	0	2	2	5	3	3	1	3
IPR028193	Testis-expressed sequence 13 protein family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IPR028195	Spermatid-specific manchette-related protein 1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR028197	Syntaphilin/Syntabulin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR028199	Mucin, catalytic, TM and cytoplasmic tail domain	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR028200	Immunity protein 31	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0
IPR028201	PqqC-like protein	19	38	20	24	10	17	33	38	25	11	14	17	71	25	23	17	18	9	13	68	21	34	21	22
IPR028202	Reductase, C-terminal	80	129	539	66	139	104	102	126	97	123	91	103	188	76	37	520	64	158	163	219	185	109	36	183
IPR028203	Photosynthesis system II assembly factor Ycf48/Hcf136-like domain	15	35	17	18	23	44	32	44	26	22	36	35	124	31	23	21	12	35	22	165	46	43	32	53
IPR028204	Tricorn protease C1 domain	81	89	24	36	37	103	69	75	39	37	97	47	168	75	54	34	50	85	54	186	129	87	52	140
IPR028205	Late cornified envelope protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028207	DNA polymerase beta, palm domain	27	87	13	5	24	32	20	96	13	22	28	7	29	39	4	6	10	8	4	13	41	17	18	36
IPR028208	Effector protein NleD-like	0	4	2	1	0	3	3	1	1	4	1	3	3	0	1	0	0	1	3	9	3	3	2	0
IPR028212	Hypothetical glycosyl hydrolase 6	0	1	1	3	1	1	1	0	5	0	0	1	2	0	2	1	2	2	1	7	2	4	1	5
IPR028213	PTIP-associated protein 1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028215	Refilin family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
IPR028216	DDB1- and CUL4-associated factor 16	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028217	Ribosome-assembly protein 3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
IPR028218	JAB-like toxin 1	1	2	0	1	0	5	0	1	1	0	2	0	0	0	0	0	0	1	3	3	0	0	0	0
IPR028221	Junctional protein associated with coronary artery disease	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
IPR028222	AP-5 complex subunit zeta-1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR028226	Protein LIN37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028228	Immunity protein 53	15	22	9	4	8	13	29	13	10	5	7	17	21	16	11	7	5	1	4	24	3	29	14	5
IPR028229	Phage-integrase repeat unit	105	47	27	12	18	9	20	50	57	16	3	58	32	125	51	14	9	6	8	35	11	21	55	5
IPR028231	Transcription elongation factor Spt6, YqgF domain	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028233	Cilia BBSome complex subunit 10	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	2	1	0	0	2
IPR028235	Dynein assembly factor 3, C-terminal domain	1	5	4	0	2	2	8	6	1	0	1	0	8	2	1	3	2	6	7	4	6	11	3	8
IPR028236	Joubert syndrome-associated protein	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
IPR028238	Bacterial toxin 46	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1
IPR028241	RAVE subunit 2/Rogdi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028244	Putative type VI secretion system, Rhs element associated Vgr domain	44	178	14	181	39	123	131	179	177	36	125	178	61	52	47	23	154	78	73	78	58	152	47	65
IPR028245	Eisosome component PIL1/LSP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
IPR028246	Cation channel sperm-associated protein, subunit gamma	0	1	0	2	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
IPR028250	Thiol:disulfide interchange protein DsbD, N-terminal domain	317	542	1609	307	356	460	391	573	335	330	388	378	855	363	209	1484	278	941	874	896	674	432	236	749
IPR028257	Centrosomal protein of 126kDa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR028258	Exocyst complex component Sec3, PIP2-binding N-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR028259	AP2-like integrase, N-terminal domain	33	33	31	23	30	48	27	44	37	24	29	34	33	26	27	24	20	49	40	61	28	29	32	22
IPR028260	FAM177 family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028261	Dihydroprymidine dehydrogenase domain II	573	760	795	499	381	601	741	861	573	354	530	633	927	543	301	768	378	1020	958	1055	836	807	299	911
IPR028263	Flagellar motor switch protein FliG, N-terminal domain	153	186	74	126	104	193	141	179	165	86	166	157	341	159	108	66	134	159	144	401	253	151	115	286
IPR028266	Tumor protein p53-inducible protein 11	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028267	Rapamycin-insensitive companion of mTOR, N-terminal domain	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1
IPR028269	AP-4 complex subunit epsilon-1, C-terminal	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
IPR028271	RNMT-activating mini protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
IPR028274	TerY-C metal binding domain	21	54	171	29	20	24	22	47	7	22	18	15	34	27	3	167	26	86	90	35	90	25	13	109
IPR028275	Clustered mitochondria protein, N-terminal	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
IPR028276	Immunity protein 68	1	1	2	1	0	0	1	1	0	0	0	0	0	1	0	2	1	3	3	3	4	1	0	2
IPR028277	Lsm, C-terminal	6	0	0	1	1	3	4	2	4	0	0	10	0	5	4	0	0	0	0	0	0	3	2	2
IPR028281	Siroheme synthase, central domain	44	51	32	30	16	48	19	48	21	27	31	35	69	38	16	23	30	132	135	102	62	28	12	69
IPR028282	WASH complex subunit 7, central domain	3	8	9	2	3	3	8	5	6	0	3	5	8	1	2	4	2	7	9	10	24	12	1	28
IPR028283	WASH complex subunit 7, C-terminal	2	2	2	2	1	1	8	2	0	2	0	0	4	0	0	5	5	4	2	5	17	3	0	14
IPR028299	ClpA/B, conserved site 2	619	564	540	253	239	335	429	572	370	218	287	416	632	710	287	533	221	602	568	771	447	472	314	473
IPR028301	Serine proteases, V8 family, histidine active site	6	5	2	3	4	1	2	5	3	6	1	4	3	8	7	4	0	0	1	4	2	1	1	4
IPR028325	Voltage-gated potassium channel	52	96	23	32	34	44	60	67	36	27	40	55	54	46	30	16	33	108	79	85	64	52	26	65
IPR028343	Fructose-1,6-bisphosphatase	120	166	233	86	118	185	110	151	110	93	139	143	261	118	48	212	88	225	217	314	202	120	70	216
IPR028346	HAUS augmin-like complex subunit 2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR028364	Ribosomal protein L1/ribosomal biogenesis protein	1449	1445	1615	787	710	1099	1236	1486	986	690	888	1156	1605	1590	587	1458	741	1549	1376	1864	1257	1330	697	1390
IPR028374	FadR, C-terminal domain	5	10	3	27	4	15	3	13	6	5	22	7	5	5	3	3	17	20	18	9	8	3	4	5
IPR028417	CAP, conserved site, C-terminal	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0
IPR028422	GREB1	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
IPR028565	Mu homology domain	3	34	35	23	12	16	30	32	11	9	6	18	33	2	10	35	23	36	24	40	65	44	15	92
IPR028626	Ribosomal protein S28e conserved site	0	0	7	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	4	0	1	3
IPR028748	Cation channel sperm-associated protein subunit beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR028751	Cation channel sperm-associated protein subunit delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR028871	Blue (type 1) copper protein, binding site	42	41	21	28	17	36	31	37	29	21	33	27	60	35	17	23	20	21	22	99	46	39	18	49
IPR028881	PAN2 domain	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	5
IPR028883	tRNA-specific adenosine deaminase	319	438	322	287	202	262	333	467	299	190	281	365	490	337	181	300	252	447	360	571	382	357	220	418
IPR028890	Ubiquitin-specific peptidase-like, SUMO isopeptidase	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR028894	Reductive dehalogenase domain	2	1	0	1	4	0	2	1	5	4	0	4	9	5	2	0	0	0	2	18	0	1	2	1
IPR028898	Tox-WTIP domain	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
IPR028899	Tox-URI2 domain	2	3	2	7	12	2	2	1	5	6	1	4	16	2	2	1	4	2	0	19	9	2	2	15
IPR028900	Tox-SHH domain	0	4	0	0	0	1	3	2	9	1	1	19	22	0	0	0	2	1	1	36	5	0	0	2
IPR028901	Tox-SGS domain	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
IPR028902	Tox-REase-9 domain	1	2	1	0	1	1	0	3	1	1	0	0	3	0	0	0	1	1	1	3	2	0	1	1
IPR028903	Tox-REase-7 domain	3	5	0	0	0	0	6	1	2	0	0	0	2	0	0	0	1	0	0	2	1	9	0	2
IPR028904	Tox-REase-5 domain	1	0	0	0	0	0	0	1	0	1	1	0	3	0	1	0	2	0	1	0	0	0	1	2
IPR028905	Tox-REase-3 domain	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR028908	Tox-PL domain	1	1	0	0	13	3	3	1	0	9	1	1	1	1	12	0	1	5	1	3	0	4	12	3
IPR028909	Ribosomal protein L21-like	1900	1253	973	556	552	755	1099	1318	939	514	683	1089	1251	1992	732	932	523	771	793	1402	837	1235	820	932
IPR028910	Tox-PL-2 domain	1	0	0	0	0	0	0	0	0	1	0	0	3	3	1	0	0	0	0	1	0	0	1	0
IPR028912	Tox-MPTase4 domain	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
IPR028913	Tox-MPTase3 domain	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IPR028914	Tox-MPTase2 domain	0	1	0	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	1	1	0	0	1
IPR028915	Tox-HNH-HHH domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
IPR028916	Tox-GHH domain	0	0	0	0	0	0	0	4	0	3	0	0	1	0	1	0	0	0	0	1	2	1	0	1
IPR028917	Tox-GHH2 domain	0	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	2	0	0	0
IPR028920	Tox-ART-HYD1 domain	1	0	2	0	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0
IPR028921	NTF2 fold domain	7	9	1	4	3	3	4	3	3	0	0	4	7	1	3	1	3	3	0	13	4	3	0	6
IPR028923	SAICAR synthetase/ADE2, N-terminal	1557	1586	2274	867	914	1329	1241	1681	1186	872	1205	1369	2196	1692	766	2100	782	2348	2204	2446	1522	1333	820	1659
IPR028924	Permuted single zf-CXXC unit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028927	Mannose-6-phosphate receptor	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1
IPR028928	CC2D2A, N-terminal, C2 domain	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	1	0	1
IPR028930	Cancer/testis antigen 47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR028931	CENP-C, middle DNMT3B-binding domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR028932	TerB-C domain	12	8	6	5	8	17	13	16	8	7	15	10	23	23	5	6	6	21	20	25	17	15	3	26
IPR028933	Lebercilin domain	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
IPR028934	Vacuolar protein sorting protein 26 related	8	25	34	16	5	10	31	28	9	5	8	6	20	6	7	30	20	19	27	29	51	28	16	46
IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal	355	468	324	235	218	309	293	524	343	156	282	377	761	367	202	305	228	490	417	743	411	370	197	487
IPR028941	WHIM2 domain	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	3	2	0
IPR028942	WHIM1 domain	3	7	5	8	4	3	7	7	3	2	3	1	2	8	5	4	10	5	3	6	10	7	9	15
IPR028943	EH signature domain	27	22	41	19	63	31	19	41	27	63	22	26	44	23	13	38	20	46	36	68	34	27	18	38
IPR028944	PRTase ComF-like	22	27	93	21	49	31	65	33	17	45	25	29	9	24	13	90	14	61	52	15	22	62	16	24
IPR028945	WRB/Get1 family	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR028946	Bacterial toxin 44	6	9	0	2	1	1	2	5	4	1	0	4	16	6	1	2	2	1	1	19	1	3	2	3
IPR028947	Bacterial toxin 34	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR028948	Bacterial toxin 28	1	0	0	4	1	0	0	0	0	0	1	0	5	1	1	0	1	0	1	6	0	0	0	0
IPR028949	Novel toxin 15	1	1	0	2	1	0	1	0	5	3	0	4	3	1	1	1	0	1	1	5	2	0	1	3
IPR028950	Immunity protein 71	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
IPR028952	Immunity protein 63	3	0	3	2	2	0	1	1	2	1	1	0	3	0	0	0	2	0	1	13	2	0	2	2
IPR028953	Immunity protein IFT-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR028955	Immunity protein 57	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
IPR028956	Immunity protein 51	0	7	2	2	0	1	6	6	0	0	4	2	0	0	3	1	0	4	5	2	1	5	2	0
IPR028957	Immunity protein 50	1	0	0	0	1	0	3	1	0	1	0	1	5	0	0	0	2	0	0	2	3	3	0	1
IPR028958	Immunity protein 42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
IPR028959	Immunity protein 41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
IPR028960	Immunity protein 27	1	0	3	2	1	4	1	0	0	0	2	0	2	2	0	2	0	1	0	3	0	1	1	1
IPR028961	Immunity protein 21	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	1
IPR028962	Immunity protein 10	1	1	0	0	0	0	8	1	0	2	1	0	4	1	0	0	0	0	2	3	0	6	0	0
IPR028963	Immunity protein 9	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	4	5	0	0	1	2	0
IPR028964	Immunity protein 8	0	1	1	7	1	7	5	4	3	2	3	3	6	2	2	0	7	1	0	12	2	5	3	1
IPR028965	Immunity protein 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0
IPR028966	Immunity protein 72	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	1	0	1
IPR028967	Immunity protein 65	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
IPR028968	Immunity protein 58	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR028969	Immunity protein 52	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0
IPR028971	NAD-glutamate dehydrogenase	1486	3209	971	1679	987	1368	2332	3481	1755	921	1235	1927	2226	1606	771	949	1614	6291	5780	2462	3539	2494	856	3857
IPR028973	PhnB-like	1326	799	238	262	273	661	916	890	639	246	621	722	899	1366	483	205	243	268	228	1027	440	1008	572	480
IPR028974	TSP type-3 repeat	1668	1590	980	849	702	846	827	1814	972	604	753	1134	2966	1867	758	828	697	915	824	3625	1216	1032	803	1478
IPR028975	Diol dehydratase-reactivating factor,  alpha subunit, swiveling domain	10	12	5	26	11	5	5	4	4	6	5	4	8	7	1	6	20	15	9	8	10	9	0	11
IPR028976	CheC-like domain	455	459	230	412	304	467	419	559	530	287	439	604	1020	462	310	214	359	907	774	1166	592	507	371	730
IPR028978	Chorismate pyruvate-lyase/UbiC transcription regulator-associated  domain	561	915	2636	579	592	790	778	958	739	520	709	780	1469	530	342	2392	554	1390	1257	1623	1200	852	379	1290
IPR028979	HPr(Ser) kinase/phosphorylase, N-terminal domain-like	273	398	901	231	277	290	338	415	337	249	273	368	541	317	200	868	232	899	845	631	416	357	192	467
IPR028983	PA2201-like, C-terminal	17	12	9	13	15	7	5	19	7	12	9	7	13	18	4	5	7	24	27	12	10	9	14	13
IPR028987	F-type ATP synthase subunit B-like, membrane domain	760	727	665	459	390	424	595	758	547	305	382	568	613	812	327	632	367	620	582	706	574	664	348	587
IPR028988	Hemolytic lectin CEL-III, C-terminal domain	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	4	0
IPR028989	Ribosome maturation factor RimP, N-terminal	288	406	584	225	191	270	256	450	251	183	275	265	518	266	155	512	235	615	571	544	454	296	181	500
IPR028990	GK1464-like	0	1	0	0	2	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	3	2
IPR028991	D-lysine 5,6-aminomutase beta subunit KamE, N-terminal	15	51	9	43	29	15	57	67	28	24	17	29	43	10	21	14	46	10	12	36	43	65	22	46
IPR028992	Hedgehog/Intein (Hint) domain	76	65	105	135	97	201	84	65	87	98	188	133	107	77	369	86	136	42	51	141	136	104	387	159
IPR028993	RecG, N-terminal antiparallel four helix bundle	1	0	0	0	1	2	0	0	2	3	2	1	0	0	0	1	0	0	1	1	0	0	3	1
IPR028997	PA2201-like, N-terminal	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1
IPR028998	Ribosome maturation factor RimP, C-terminal	132	224	577	150	117	203	156	225	156	127	210	177	351	196	111	549	128	446	405	388	242	171	97	292
IPR028999	Haemocyanin beta-sandwich  domain	3	0	0	0	0	0	0	2	3	1	1	0	1	0	1	0	0	0	0	3	2	0	0	1
IPR029000	Cyclophilin-like domain	3198	3342	3992	1655	1566	2006	2474	3632	2402	1429	1828	2695	4390	3392	1394	3737	1542	2769	2597	4864	3082	2635	1583	3271
IPR029001	Inosine triphosphate pyrophosphatase-like	3594	3827	4979	1900	2322	2562	3195	4015	2651	2119	2291	2929	4934	3923	1617	4666	1852	4770	4387	5507	3255	3422	1785	3540
IPR029002	Phospholipase C/D	5	4	1	2	5	2	2	2	1	2	3	8	9	1	2	2	3	8	13	3	2	1	2	3
IPR029003	CENP-S/Mhf1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	0
IPR029004	Ribosomal L28e/Mak16	1	4	12	4	2	7	7	7	4	2	4	5	1	3	1	8	4	2	4	4	5	4	0	7
IPR029005	LIM-domain binding protein/SEUSS	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
IPR029006	ADF-H/Gelsolin-like domain	19	54	71	47	18	39	41	70	25	25	38	29	63	20	12	64	45	53	41	80	58	57	25	81
IPR029008	Rab5-interacting protein family	1	6	7	3	1	2	6	5	2	0	4	3	1	0	1	5	1	1	1	2	4	2	1	5
IPR029009	Allosteric substrate binding domain	473	790	1346	467	339	671	587	785	447	308	629	496	913	486	263	1281	463	566	511	1002	725	663	305	772
IPR029010	ThuA-like domain	49	71	142	35	35	68	55	91	33	36	62	49	161	46	32	125	29	36	38	177	81	57	34	85
IPR029012	Helix hairpin bin domain	25	19	24	51	30	68	58	29	18	36	59	21	62	27	27	25	53	255	218	70	40	68	18	43
IPR029014	NiFe hydrogenase-like	3092	3768	3238	2063	2036	3029	3008	3983	3250	1826	2758	3657	6169	3436	1764	3062	1887	8466	7728	6896	4472	3319	1909	4830
IPR029016	GAF domain-like	5242	5961	10007	3096	4153	4992	4802	6506	5454	3706	4443	5966	13522	5703	2739	9002	2884	8906	8106	15770	5890	5375	3171	6666
IPR029017	Enolase N-terminal domain-like	2693	2808	3980	1223	1385	2011	2522	2961	1902	1252	1759	2111	3596	2887	1324	3700	1172	2086	1950	4171	2156	2668	1462	2361
IPR029019	Beta-hexosaminidase, eukaryotic type, N-terminal	1	7	2	0	0	1	3	4	0	3	0	1	2	2	1	1	1	4	4	2	0	6	3	7
IPR029021	Protein-tyrosine phosphatase-like	509	1099	717	560	398	613	857	1088	609	419	517	616	920	489	385	667	538	695	626	1009	1043	867	446	1197
IPR029024	TerB-like	324	504	651	281	296	393	324	574	356	307	331	383	842	362	285	586	273	889	846	945	589	329	322	631
IPR029025	Type III secretion system substrate exporter, C-terminal	366	443	210	318	243	381	392	437	413	220	372	439	1052	384	266	186	304	357	340	1179	432	452	282	445
IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal	11086	9727	9989	5164	4636	6344	8433	10352	7409	4269	5660	7948	11003	11882	4803	9133	4831	9743	8918	12354	7937	8930	5435	8690
IPR029031	Gingipain, N-terminal	109	211	58	78	81	161	98	212	87	83	154	96	220	124	80	63	68	66	76	225	107	88	68	124
IPR029032	AhpD-like	892	1407	2600	758	933	1376	1172	1452	1134	848	1189	1169	2803	975	672	2538	660	2224	2108	3221	1174	1310	744	1386
IPR029033	Histidine phosphatase superfamily	6147	4830	4445	2370	2664	3381	4865	5157	4117	2457	3127	4601	6303	6512	2753	4167	2250	4791	4432	7077	3938	5299	2991	4311
IPR029034	Cystine-knot cytokine	1	4	3	7	2	4	3	6	2	2	1	4	9	1	3	2	9	2	2	9	4	5	3	3
IPR029035	DHS-like NAD/FAD-binding domain	3310	5041	7611	2747	2801	3834	4056	5314	3930	2555	3484	4255	8092	3667	2006	6890	2605	7348	6834	9102	5214	4383	2234	5747
IPR029036	Pyrroline-5-carboxylate reductase, dimerisation domain	400	655	947	337	284	477	479	644	498	260	421	498	787	424	269	847	303	1016	895	912	615	502	282	659
IPR029039	Flavoprotein-like domain	2486	3144	4051	1983	1681	2572	2757	3449	2099	1496	2258	2309	4207	2790	1526	3612	1851	5093	4700	4916	3086	2926	1569	3409
IPR029041	FAD-linked oxidoreductase-like	1926	3541	4954	1791	1641	2397	2544	3709	2097	1541	2160	2298	4471	2087	1154	4542	1736	3756	3459	4932	3335	2801	1259	3551
IPR029044	Nucleotide-diphospho-sugar transferases	30572	27184	26134	15309	16572	20563	24826	29300	20998	14964	18507	23215	32366	33239	14776	23539	14035	32379	29637	36660	21004	27278	16571	23134
IPR029047	Heat shock protein 70kD, peptide-binding domain	4411	3482	3046	1699	1558	2096	3065	3696	2693	1444	1892	2961	3974	4750	1902	2792	1580	3044	2861	4453	2554	3288	2076	2794
IPR029048	Heat shock protein 70kD, C-terminal domain	2145	1709	1457	808	805	1084	1524	1743	1345	761	996	1486	1929	2255	879	1321	771	1369	1267	2093	1348	1725	968	1445
IPR029050	Immunoprotective extracellular, immunoglobulin-like domain	185	124	40	56	171	209	175	97	141	173	177	172	109	178	103	41	58	33	41	136	41	212	116	46
IPR029051	Domain of unknown function DUF4352	70	56	7	15	110	123	92	37	39	112	109	50	47	73	42	14	12	8	10	64	10	117	38	6
