GO	description	category	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
GO:0030257	type III protein secretion system complex	cellular component	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	2	1	0	0	0	0	0
GO:0030259	lipid glycosylation	biological process	996	864	807	372	335	521	685	843	551	397	470	618	912	1123	430	764	382	815	764	998	630	778	475	648
GO:0030261	chromosome condensation	biological process	23	38	9	80	10	25	9	29	12	8	29	14	15	22	20	5	80	55	53	27	21	13	18	30
GO:0030269	tetrahydromethanopterin S-methyltransferase activity	molecular function	2	5	12	9	1	26	4	4	8	1	25	7	14	5	3	6	13	10	11	13	25	4	2	36
GO:0030276	clathrin binding	molecular function	0	0	0	0	4	2	1	1	1	4	2	0	5	0	16	2	0	0	0	5	4	2	16	2
GO:0030286	dynein complex	cellular component	99	370	222	201	75	77	544	377	179	85	79	176	293	88	93	198	204	299	278	364	812	554	99	921
GO:0030288	outer membrane-bounded periplasmic space	cellular component	7963	10374	29943	4587	7091	9118	8043	11204	6489	6424	8285	7148	15816	8609	4172	27228	4365	13475	12098	17886	10406	8715	4530	11421
GO:0030289	protein phosphatase 4 complex	cellular component	0	1	0	1	0	4	0	3	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	3
GO:0030328	prenylcysteine catabolic process	biological process	0	4	0	1	0	1	0	6	0	0	1	1	2	0	1	1	1	0	0	1	0	0	2	0
GO:0030336	negative regulation of cell migration	biological process	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
GO:0030337	DNA polymerase processivity factor activity	molecular function	3	15	9	8	3	5	7	20	2	1	4	6	6	0	2	4	3	1	3	10	12	10	2	5
GO:0030354	melanin-concentrating hormone activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0030410	nicotianamine synthase activity	molecular function	29	1	12	0	6	2	15	1	5	4	4	1	6	22	8	2	1	4	0	5	7	11	4	17
GO:0030411	scytalone dehydratase activity	molecular function	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0
GO:0030414	peptidase inhibitor activity	molecular function	3	10	1	6	1	4	4	7	5	4	3	11	14	10	3	2	3	0	0	13	6	7	5	10
GO:0030416	methylamine metabolic process	biological process	11	17	2	10	7	32	23	34	12	3	22	15	33	11	7	4	12	14	9	48	18	26	10	30
GO:0030418	nicotianamine biosynthetic process	biological process	29	1	12	0	6	2	15	1	5	4	4	1	6	22	8	2	1	4	0	5	7	11	4	17
GO:0030420	establishment of competence for transformation	biological process	1	2	0	0	0	3	0	0	0	0	1	0	0	1	0	1	1	0	2	1	1	0	0	1
GO:0030435	sporulation resulting in formation of a cellular spore	biological process	108	167	28	118	84	117	115	168	50	91	119	57	58	87	100	33	113	91	66	64	109	142	75	116
GO:0030436	asexual sporulation	biological process	1	5	3	6	1	16	2	6	3	0	12	2	4	10	5	0	9	11	12	0	7	7	5	2
GO:0030472	mitotic spindle organization in nucleus	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030474	spindle pole body duplication	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0030488	tRNA methylation	biological process	71	90	28	35	22	54	75	95	51	34	49	86	125	83	41	27	30	41	18	117	95	82	34	91
GO:0030492	hemoglobin binding	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GO:0030494	bacteriochlorophyll biosynthetic process	biological process	19	32	12	11	7	54	31	39	20	9	48	27	81	20	11	12	11	8	11	87	26	34	19	35
GO:0030507	spectrin binding	molecular function	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
GO:0030515	snoRNA binding	molecular function	0	3	2	1	1	1	5	4	1	0	6	2	2	1	0	2	2	7	5	5	8	5	2	11
GO:0030529	intracellular ribonucleoprotein complex	cellular component	4	12	12	13	6	9	9	11	5	5	6	3	6	2	0	22	7	13	10	8	24	21	3	28
GO:0030541	plasmid partitioning	biological process	0	3	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
GO:0030550	acetylcholine receptor inhibitor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0030553	cGMP binding	molecular function	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GO:0030570	pectate lyase activity	molecular function	2	1	0	0	2	0	5	3	1	1	0	1	2	0	1	0	0	5	2	4	3	0	2	6
GO:0030598	rRNA N-glycosylase activity	molecular function	5	14	33	5	10	2	3	9	4	15	4	2	5	5	8	39	3	4	2	4	16	3	11	11
GO:0030599	pectinesterase activity	molecular function	94	84	18	56	56	125	75	114	51	58	103	60	65	95	50	15	55	152	117	98	105	90	42	95
GO:0030623	U5 snRNA binding	molecular function	1	14	6	6	1	3	5	14	2	0	2	9	6	4	1	2	5	9	7	3	13	6	5	13
GO:0030639	polyketide biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0030655	beta-lactam antibiotic catabolic process	biological process	23	87	1026	63	311	47	71	121	109	334	40	111	111	31	21	919	58	95	98	120	96	84	26	89
GO:0030667	secretory granule membrane	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0030674	protein binding, bridging	molecular function	10	12	4	5	4	16	5	6	3	2	8	6	12	10	8	5	5	1	1	23	5	11	12	6
GO:0030677	ribonuclease P complex	cellular component	5	9	2	2	2	9	4	3	3	2	9	4	3	1	1	0	4	4	1	3	8	6	1	6
GO:0030683	evasion or tolerance by virus of host immune response	biological process	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0030688	preribosome, small subunit precursor	cellular component	1	2	2	4	2	2	4	2	1	0	0	2	3	0	2	4	5	2	5	5	11	2	1	10
GO:0030694	bacterial-type flagellum basal body, rod	cellular component	1	7	1	3	1	5	1	6	10	1	4	12	27	4	4	1	1	10	3	45	8	6	2	4
GO:0030695	GTPase regulator activity	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
GO:0030699	glycine reductase activity	molecular function	6	4	2	1	1	4	2	6	1	1	3	0	1	5	1	2	0	3	7	3	3	4	0	6
GO:0030700	glycine reductase complex	cellular component	6	4	2	1	1	4	2	6	1	1	3	0	1	5	1	2	0	3	7	3	3	4	0	6
GO:0030701	NAD+-dinitrogen-reductase ADP-D-ribosyltransferase activity	molecular function	52	53	28	27	37	110	63	49	57	33	105	48	101	57	22	28	33	133	125	116	37	70	24	44
GO:0030798	trans-aconitate 2-methyltransferase activity	molecular function	21	58	11	28	23	18	53	72	30	20	28	28	199	27	15	15	24	231	197	189	86	49	16	95
GO:0030833	regulation of actin filament polymerization	biological process	7	11	23	10	16	20	24	31	15	12	18	3	21	8	5	22	6	15	15	29	59	33	14	57
GO:0030866	cortical actin cytoskeleton organization	biological process	0	0	0	12	1	1	1	1	0	0	1	0	0	1	0	1	6	0	0	0	1	0	0	1
GO:0030896	checkpoint clamp complex	cellular component	2	2	3	0	2	0	1	1	1	3	0	1	0	2	1	1	0	0	1	1	1	1	0	0
GO:0030904	retromer complex	cellular component	2	16	3	18	8	10	33	22	15	5	10	11	22	3	9	7	11	15	6	27	48	27	4	50
GO:0030908	protein splicing	biological process	107	90	184	246	132	116	131	103	149	139	122	160	28	105	140	133	197	49	47	31	180	170	204	218
GO:0030915	Smc5-Smc6 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0030942	endoplasmic reticulum signal peptide binding	molecular function	0	4	4	0	2	3	4	3	0	2	2	0	3	2	2	5	2	6	3	5	7	2	1	11
GO:0030955	potassium ion binding	molecular function	4808	3631	3076	1664	1780	2409	3411	3842	2865	1668	2201	3079	4027	5193	1994	2804	1476	2578	2402	4586	2465	3725	2172	2722
GO:0030975	thiamine binding	molecular function	38	96	18	61	26	46	31	95	30	24	39	35	68	48	29	28	32	49	47	86	61	54	36	49
GO:0030976	thiamine pyrophosphate binding	molecular function	4463	5433	6058	3115	2805	4311	4673	5752	4368	2592	3824	4896	8101	4868	2352	5421	3023	6468	5921	9153	5569	5080	2552	6293
GO:0030983	mismatched DNA binding	molecular function	2898	4513	5746	2472	2061	3085	3126	4656	2527	1901	2845	2735	5534	3097	1833	5259	2325	6500	5947	6116	3909	3323	1917	4296
GO:0030991	intraciliary transport particle A	cellular component	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	2	3	0	1
GO:0031005	filamin binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0031011	Ino80 complex	cellular component	1	2	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	3	0
GO:0031012	extracellular matrix	cellular component	329	329	130	827	145	418	331	377	170	142	301	232	298	410	264	136	656	65	50	301	194	392	299	203
GO:0031023	microtubule organizing center organization	biological process	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0031032	actomyosin structure organization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0031047	gene silencing by RNA	biological process	0	1	0	1	3	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	1	0	3	3
GO:0031072	heat shock protein binding	molecular function	305	230	309	101	145	193	265	296	191	106	151	221	255	379	134	261	102	167	159	334	180	250	202	257
GO:0031083	BLOC-1 complex	cellular component	0	10	1	0	0	2	2	13	0	0	0	0	0	0	3	0	1	1	4	2	3	2	1	2
GO:0031110	regulation of microtubule polymerization or depolymerization	biological process	3	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1
GO:0031122	cytoplasmic microtubule organization	biological process	2	1	1	3	0	2	3	1	1	0	0	1	5	1	0	1	0	0	2	3	5	2	0	8
GO:0031124	mRNA 3'-end processing	biological process	1	1	1	0	1	0	0	2	0	1	0	0	1	0	3	0	0	0	0	0	3	0	0	2
GO:0031145	anaphase-promoting complex-dependent catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0031160	spore wall	cellular component	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	14	8	0	0	0	0	3
GO:0031167	rRNA methylation	biological process	65	200	100	143	85	97	152	215	102	63	98	100	141	69	68	111	127	650	600	147	246	138	75	275
GO:0031175	neuron projection development	biological process	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031204	posttranslational protein targeting to membrane, translocation	biological process	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
GO:0031207	Sec62/Sec63 complex	cellular component	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
GO:0031221	arabinan metabolic process	biological process	4	5	0	7	5	6	3	7	0	10	9	3	2	2	1	2	5	0	1	0	0	8	5	0
GO:0031224	intrinsic component of membrane	cellular component	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0031305	integral component of mitochondrial inner membrane	cellular component	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	0	1
GO:0031342	negative regulation of cell killing	biological process	1	0	0	2	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0
GO:0031361	integral component of thylakoid membrane	cellular component	7	6	0	0	19	2	3	7	3	16	3	2	8	7	0	0	0	0	0	7	0	6	0	0
GO:0031369	translation initiation factor binding	molecular function	4	10	3	4	3	3	9	9	7	2	5	4	12	7	3	4	4	7	3	7	13	6	4	19
GO:0031386	protein tag	molecular function	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
GO:0031388	organic acid phosphorylation	biological process	334	735	162	447	228	371	633	817	454	230	338	551	530	406	246	131	431	401	370	595	699	662	273	759
GO:0031390	Ctf18 RFC-like complex	cellular component	0	0	2	1	0	5	1	1	0	0	2	1	5	2	0	3	1	1	1	1	2	0	1	2
GO:0031404	chloride ion binding	molecular function	1	3	0	0	4	0	0	3	1	5	0	0	2	0	0	0	0	0	0	1	1	1	0	1
GO:0031409	pigment binding	molecular function	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
GO:0031411	gas vesicle	cellular component	2	3	3	0	7	9	10	1	4	6	3	8	22	9	5	3	3	1	6	23	2	7	2	2
GO:0031412	gas vesicle organization	biological process	3	3	4	2	10	9	10	1	7	9	3	8	26	10	5	5	6	1	6	30	4	7	4	8
GO:0031418	L-ascorbic acid binding	molecular function	2	1	0	1	4	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	1	0	0	0
GO:0031419	cobalamin binding	molecular function	4387	6887	6191	3077	3168	4591	4841	7337	4709	3000	4147	5053	9430	4756	2443	5787	2935	7228	6742	10539	6318	5239	2708	6903
GO:0031424	keratinization	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	1
GO:0031461	cullin-RING ubiquitin ligase complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
GO:0031491	nucleosome binding	molecular function	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	1
GO:0031492	nucleosomal DNA binding	molecular function	0	0	0	0	1	0	1	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
GO:0031505	fungal-type cell wall organization	biological process	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031514	motile cilium	cellular component	7	8	1	4	12	2	6	13	5	6	3	6	14	4	9	4	5	26	20	16	28	12	4	51
GO:0031515	tRNA (m1A) methyltransferase complex	cellular component	71	90	28	35	22	54	75	95	51	34	49	86	125	83	41	27	30	41	18	117	95	82	34	91
GO:0031532	actin cytoskeleton reorganization	biological process	3	3	3	4	4	9	4	5	1	6	8	1	0	2	3	3	15	0	1	0	1	7	6	1
GO:0031554	regulation of DNA-templated transcription, termination	biological process	2536	1556	1314	708	717	1048	1541	1674	1305	681	928	1360	1720	2615	929	1184	662	1254	1185	1936	1048	1670	1040	1141
GO:0031556	transcriptional attenuation by ribosome	biological process	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0031625	ubiquitin protein ligase binding	molecular function	10	37	28	18	7	15	25	61	14	7	14	12	35	9	12	24	16	7	9	40	20	32	8	23
GO:0031683	G-protein beta/gamma-subunit complex binding	molecular function	0	10	14	7	2	15	0	14	0	3	10	1	10	1	4	6	4	4	3	15	7	3	2	9
GO:0031965	nuclear membrane	cellular component	0	2	0	1	0	2	2	3	1	0	2	2	1	0	0	0	2	5	3	3	0	2	0	1
GO:0031966	mitochondrial membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO:0031992	energy transducer activity	molecular function	19	21	14	16	24	36	10	32	18	8	16	23	64	15	11	15	26	145	111	60	55	20	17	55
GO:0032006	regulation of TOR signaling	biological process	0	1	2	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	2	0
GO:0032007	negative regulation of TOR signaling	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032012	regulation of ARF protein signal transduction	biological process	9	27	27	7	7	10	13	29	17	6	11	11	23	8	6	25	16	15	8	31	52	19	10	52
GO:0032039	integrator complex	cellular component	0	5	0	1	0	1	1	1	0	0	2	0	2	0	4	0	1	1	1	1	0	0	1	0
GO:0032040	small-subunit processome	cellular component	9	34	16	9	5	14	9	46	5	6	10	8	26	2	5	21	10	19	19	36	36	8	10	40
GO:0032049	cardiolipin biosynthetic process	biological process	3	2	6	6	3	3	7	10	4	3	0	3	10	6	4	5	3	7	6	12	13	15	2	21
GO:0032051	clathrin light chain binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
GO:0032099	negative regulation of appetite	biological process	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	3	1	0	0	5
GO:0032183	SUMO binding	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0032217	riboflavin transporter activity	molecular function	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0
GO:0032218	riboflavin transport	biological process	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0
GO:0032259	methylation	biological process	7442	9672	12062	14988	14070	11449	9220	10101	9366	12955	10175	10475	6168	8143	11270	10954	13745	9538	8756	7019	9048	10455	12681	10112
GO:0032266	phosphatidylinositol-3-phosphate binding	molecular function	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
GO:0032299	ribonuclease H2 complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1
GO:0032324	molybdopterin cofactor biosynthetic process	biological process	629	997	2141	542	629	758	761	1081	758	581	659	900	1735	696	355	1989	532	2394	2081	1983	1077	862	390	1199
GO:0032328	alanine transport	biological process	408	638	2477	686	559	469	386	653	221	517	417	271	571	434	421	2157	629	1153	1013	667	656	452	455	732
GO:0032403	protein complex binding	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032481	positive regulation of type I interferon production	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032580	Golgi cisterna membrane	cellular component	1	3	2	5	0	1	1	4	0	0	1	1	8	0	2	2	4	1	0	10	2	1	0	4
GO:0032774	RNA biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0032775	DNA methylation on adenine	biological process	1338	1855	1740	2638	2564	1953	1569	2052	1605	2324	1688	1848	675	1568	1878	1634	2494	1485	1348	722	1507	1765	2182	1706
GO:0032780	negative regulation of ATPase activity	biological process	0	1	2	0	0	0	0	5	0	0	2	0	0	0	0	1	1	0	0	1	0	1	0	2
GO:0032784	regulation of DNA-templated transcription, elongation	biological process	3798	2815	2881	1259	1344	1873	2361	2980	2153	1257	1660	2375	3359	4036	1409	2640	1207	2383	2179	3812	2203	2588	1531	2428
GO:0032797	SMN complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0032801	receptor catabolic process	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GO:0032865	ERMES complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0032933	SREBP signaling pathway	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032947	protein complex scaffold activity	molecular function	0	4	0	0	0	0	2	3	0	0	2	0	2	2	0	0	0	1	0	1	0	0	0	2
GO:0032955	regulation of barrier septum assembly	biological process	112	243	695	126	147	151	159	248	152	123	156	199	343	134	95	586	117	617	572	391	327	179	91	360
GO:0032957	inositol trisphosphate metabolic process	biological process	0	2	3	3	3	1	1	1	3	4	0	1	4	0	0	2	5	0	0	5	0	5	0	0
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological process	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	1	4
GO:0032979	protein insertion into mitochondrial membrane from inner side	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
GO:0032981	mitochondrial respiratory chain complex I assembly	biological process	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0033014	tetrapyrrole biosynthetic process	biological process	2952	5381	7230	2559	2400	3081	3690	5734	3443	2241	2798	3675	6451	3323	1786	6696	2415	7254	6592	7289	4986	3969	1980	5413
GO:0033130	acetylcholine receptor binding	molecular function	0	5	1	1	1	0	0	3	0	3	0	0	0	1	0	0	0	0	0	1	2	2	0	1
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	cellular component	972	744	618	387	347	446	717	763	515	308	442	580	829	1047	357	565	342	753	677	971	594	788	425	679
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	cellular component	4	9	9	10	4	8	24	9	8	6	6	5	13	0	7	8	6	11	4	14	34	18	7	32
GO:0033179	proton-transporting V-type ATPase, V0 domain	cellular component	33	109	88	85	38	66	179	160	44	37	61	63	117	47	33	66	76	198	168	141	211	183	29	240
GO:0033180	proton-transporting V-type ATPase, V1 domain	cellular component	5	7	11	5	7	6	10	11	5	4	4	0	11	3	6	2	2	5	6	18	18	28	6	10
GO:0033198	response to ATP	biological process	2	2	2	3	0	1	4	3	0	0	1	0	5	0	7	1	1	0	1	3	1	4	5	1
GO:0033227	dsRNA transport	biological process	0	0	1	0	9	0	8	0	0	6	0	0	1	0	4	1	0	0	0	2	0	10	5	0
GO:0033499	galactose catabolic process via UDP-galactose	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	biological process	157	227	1841	143	257	199	190	240	163	247	187	182	841	162	117	1713	122	186	196	952	234	205	129	252
GO:0033557	Slx1-Slx4 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0033566	gamma-tubulin complex localization	biological process	3	4	0	0	1	1	5	2	3	3	2	0	4	0	1	0	2	0	0	2	1	11	1	3
GO:0033573	high-affinity iron permease complex	cellular component	148	194	61	106	73	109	173	249	188	87	113	224	223	175	84	50	106	50	45	283	181	208	91	185
GO:0033588	Elongator holoenzyme complex	cellular component	4	13	7	4	2	4	14	8	2	1	3	3	7	4	1	7	6	9	6	21	23	15	4	22
GO:0033617	mitochondrial respiratory chain complex IV assembly	biological process	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0
GO:0033644	host cell membrane	cellular component	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
GO:0033739	preQ1 synthase activity	molecular function	238	274	618	224	160	203	194	274	201	175	159	199	402	226	125	576	164	505	438	457	265	229	139	299
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	molecular function	1935	1561	1152	643	656	1029	1434	1559	1133	637	933	1216	1720	2098	777	1092	560	873	811	1941	1009	1636	862	1110
GO:0033856	pyridoxine 5'-phosphate synthase activity	molecular function	664	1053	1734	503	626	804	630	1131	670	581	741	694	1531	738	455	1560	470	1906	1879	1747	1116	696	484	1197
GO:0033897	ribonuclease T2 activity	molecular function	62	157	103	98	48	80	127	162	133	54	77	179	101	62	44	81	96	272	286	113	190	137	37	232
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	molecular function	4	16	6	6	1	16	5	21	4	5	10	2	10	4	3	6	2	13	11	6	4	6	7	10
GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	molecular function	8	5	3	1	2	0	0	6	1	2	2	0	4	8	2	2	3	10	13	6	3	1	4	2
GO:0033990	ectoine synthase activity	molecular function	93	112	93	337	219	375	152	130	170	177	354	198	48	91	174	81	310	53	56	48	81	150	183	90
GO:0034061	DNA polymerase activity	molecular function	6	11	5	2	9	12	12	12	4	7	12	2	4	14	2	1	3	5	4	9	16	16	0	10
GO:0034194	D-galactonate catabolic process	biological process	68	127	58	76	34	140	92	123	70	33	120	75	215	76	46	53	74	71	66	231	144	98	45	175
GO:0034219	carbohydrate transmembrane transport	biological process	3	3	0	3	2	1	2	3	0	0	0	0	0	2	1	0	4	1	0	0	2	1	1	3
GO:0034220	ion transmembrane transport	biological process	71	107	51	116	81	66	82	106	80	66	77	95	192	71	68	45	90	237	236	252	173	92	68	185
GO:0034227	tRNA thio-modification	biological process	0	1	6	2	0	3	4	1	1	0	0	1	6	0	1	6	3	6	5	3	15	3	3	12
GO:0034228	ethanolamine transmembrane transporter activity	molecular function	12	111	21	51	13	31	57	119	17	7	29	21	73	17	15	16	37	31	24	87	111	57	14	106
GO:0034229	ethanolamine transport	biological process	12	111	21	51	13	31	57	119	17	7	29	21	73	17	15	16	37	31	24	87	111	57	14	106
GO:0034257	nicotinamide riboside transmembrane transporter activity	molecular function	317	495	351	267	202	358	426	586	312	173	341	363	318	343	232	285	285	237	226	359	442	449	249	476
GO:0034258	nicotinamide riboside transport	biological process	317	495	351	267	202	358	426	586	312	173	341	363	318	343	232	285	285	237	226	359	442	449	249	476
GO:0034314	Arp2/3 complex-mediated actin nucleation	biological process	7	11	23	10	16	20	24	31	15	12	18	3	21	8	5	22	6	15	15	29	59	33	14	58
GO:0034333	adherens junction assembly	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034450	ubiquitin-ubiquitin ligase activity	molecular function	1	12	11	3	6	2	5	6	7	3	6	5	14	1	3	10	3	4	3	12	15	6	6	13
GO:0034453	microtubule anchoring	biological process	3	3	6	2	0	0	7	3	0	1	1	1	5	4	1	4	2	10	6	4	20	4	0	16
GO:0034457	Mpp10 complex	cellular component	2	9	5	2	4	2	4	10	0	0	1	2	2	0	1	6	4	2	2	5	14	4	1	5
GO:0034464	BBSome	cellular component	7	4	9	4	1	1	3	4	2	2	0	1	8	4	2	9	6	6	6	7	4	4	1	10
GO:0034477	U6 snRNA 3'-end processing	biological process	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
GO:0034508	centromere complex assembly	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
GO:0034551	mitochondrial respiratory chain complex III assembly	biological process	2	3	3	3	5	5	1	3	8	2	7	4	5	4	12	4	1	3	1	1	2	3	10	6
GO:0034597	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
GO:0034599	cellular response to oxidative stress	biological process	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034618	arginine binding	molecular function	72	99	34	60	39	62	78	107	85	27	57	90	94	78	36	24	74	61	67	95	86	123	38	76
GO:0034639	L-amino acid efflux transmembrane transporter activity	molecular function	4	0	0	6	3	2	0	1	3	3	2	0	0	3	1	0	7	1	1	1	1	0	1	1
GO:0034709	methylosome	cellular component	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
