GO	description	category	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
GO:0033609	oxalate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
GO:0033611	oxalate catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	1	0	1	4	0	2	3
GO:0033735	aspartate dehydrogenase activity	molecular function	43	5	37	2	1	1	1	4	49	13	51	0	2	4	13	5	1	0	14	15	1	9	6	11	2	13
GO:0033739	preQ1 synthase activity	molecular function	90	174	70	0	1	0	1	77	96	157	97	0	90	119	156	40	7	10	42	34	2	36	43	35	11	40
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	molecular function	254	578	220	15	10	3	4	174	235	340	281	3	167	231	584	139	21	20	112	132	3	131	108	100	23	103
GO:0033816	diaminobutyrate acetyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1
GO:0033819	lipoyl(octanoyl) transferase activity	molecular function	16	45	20	0	1	0	0	10	17	18	14	0	4	4	49	46	7	9	24	28	1	26	33	26	13	31
GO:0033856	pyridoxine 5'-phosphate synthase activity	molecular function	141	410	158	2	1	0	3	207	194	458	210	5	159	272	430	49	9	9	45	46	2	51	43	49	15	41
GO:0033862	UMP kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	10	10	21	27	1	29	31	21	11	30
GO:0033863	ribose 1@5-bisphosphate phosphokinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1	1	1	2	2	2	4	1
GO:0033890	ribonuclease D activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	2	6	2	1	3	13	2	9	10
GO:0033897	ribonuclease T2 activity	molecular function	4	69	5	1	1	1	0	9	5	17	8	0	42	55	79	11	5	1	3	2	1	0	4	0	8	10
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	molecular function	0	0	0	0	0	0	0	0	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	molecular function	2	0	0	0	0	1	0	1	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
GO:0033971	hydroxyisourate hydrolase activity	molecular function	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	6	3	3	6	3	1	4	10	2	9	7
GO:0033980	phosphonopyruvate decarboxylase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0033990	ectoine synthase activity	molecular function	6	1	11	0	0	0	0	0	8	7	9	0	0	0	5	2	0	1	6	2	0	3	2	2	0	2
GO:0034040	lipid-transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	2	3	3	1	3	11	5	5	4
GO:0034061	DNA polymerase activity	molecular function	4	2	3	0	0	0	0	0	2	3	2	0	0	3	1	4	0	0	4	5	0	2	2	3	0	3
GO:0034194	D-galactonate catabolic process	biological process	2	23	10	0	0	0	0	1	3	1	7	0	2	9	24	5	1	0	5	3	2	4	5	1	3	1
GO:0034219	carbohydrate transmembrane transport	biological process	11	5	4	8	0	1	2	2	4	5	6	0	0	3	2	2	0	0	2	2	11	4	0	1	1	4
GO:0034220	ion transmembrane transport	biological process	55	86	25	12	2	2	1	45	68	77	77	0	36	56	74	62	12	12	51	49	11	48	59	43	18	52
GO:0034227	tRNA thio-modification	biological process	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	5	0	0	2	2	1	2	4	3	1	3
GO:0034228	ethanolamine transmembrane transporter activity	molecular function	0	0	0	0	0	2	0	0	1	0	1	0	2	5	0	0	0	0	0	0	3	0	0	0	0	0
GO:0034229	ethanolamine transport	biological process	0	0	0	0	0	2	0	0	1	0	1	0	2	5	0	0	0	0	0	0	3	0	0	0	0	0
GO:0034257	nicotinamide riboside transmembrane transporter activity	molecular function	16	20	15	0	1	2	0	126	22	240	15	0	16	51	22	7	1	3	10	7	1	9	4	10	5	10
GO:0034258	nicotinamide riboside transport	biological process	16	20	15	0	1	2	0	126	22	240	15	0	16	51	22	7	1	3	10	7	1	9	4	10	5	10
GO:0034314	Arp2/3 complex-mediated actin nucleation	biological process	0	7	0	1	1	0	2	0	0	6	1	2	4	2	10	1	2	0	0	0	0	0	1	0	0	0
GO:0034450	ubiquitin-ubiquitin ligase activity	molecular function	0	2	0	0	1	0	0	1	3	4	1	2	4	3	4	1	5	0	0	0	0	0	1	0	0	0
GO:0034457	Mpp10 complex	cellular component	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034464	BBSome	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034477	U6 snRNA 3'-end processing	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034480	phosphatidylcholine phospholipase C activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO:0034551	mitochondrial respiratory chain complex III assembly	biological process	1	3	1	0	0	0	0	0	2	1	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0
GO:0034618	arginine binding	molecular function	6	2	8	2	1	0	1	5	5	8	19	0	0	0	6	3	1	1	3	5	1	7	1	2	0	3
GO:0034639	L-amino acid efflux transmembrane transporter activity	molecular function	1	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
GO:0034719	SMN-Sm protein complex	cellular component	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034755	iron ion transmembrane transport	biological process	33	65	28	1	0	1	1	23	56	58	54	0	77	122	61	31	6	6	16	22	1	8	37	15	9	20
GO:0034775	glutathione transmembrane transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034968	histone lysine methylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	1	0	1	0
GO:0034998	oligosaccharyltransferase I complex	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035023	regulation of Rho protein signal transduction	biological process	3	14	3	0	0	1	2	1	2	8	6	5	9	4	12	6	5	0	0	0	0	0	3	0	0	1
GO:0035091	phosphatidylinositol binding	molecular function	1	11	2	0	0	0	1	2	1	6	2	2	8	14	6	0	5	0	0	0	0	0	0	0	0	0
GO:0035145	exon-exon junction complex	cellular component	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0035299	inositol pentakisphosphate 2-kinase activity	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035429	gluconate transmembrane transport	biological process	6	15	4	10	1	3	0	4	3	14	11	1	2	1	4	8	0	3	3	1	6	0	2	0	2	5
GO:0035434	copper ion transmembrane transport	biological process	0	2	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035435	phosphate ion transmembrane transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	19	21	49	51	3	58	67	44	40	60
GO:0035438	cyclic-di-GMP binding	molecular function	231	573	178	4	4	0	5	79	267	182	303	4	154	215	484	293	36	44	180	209	7	167	222	221	65	193
GO:0035444	nickel cation transmembrane transport	biological process	16	58	13	2	0	2	0	6	9	24	21	0	48	68	56	25	5	2	17	15	5	12	18	6	9	17
GO:0035556	intracellular signal transduction	biological process	452	506	356	5	5	1	13	323	425	695	526	4	92	200	559	165	26	24	258	225	1	266	157	129	42	109
GO:0035595	N-acetylglucosaminylinositol deacetylase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0035596	methylthiotransferase activity	molecular function	241	385	225	3	4	2	3	221	246	461	288	4	149	272	387	107	26	24	85	103	5	99	98	105	34	113
GO:0035658	Mon1-Ccz1 complex	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0036038	MKS complex	cellular component	0	1	1	0	0	0	0	1	1	2	0	0	6	8	0	0	0	0	0	0	0	0	0	0	2	0
GO:0036065	fucosylation	biological process	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	2	0	0
GO:0036125	fatty acid beta-oxidation multienzyme complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
GO:0036297	interstrand cross-link repair	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036354	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	0	1	2	0	3	4
GO:0036361	racemase activity@ acting on amino acids and derivatives	molecular function	140	80	108	2	1	2	2	99	171	226	184	2	97	155	107	50	9	13	66	66	6	71	46	72	21	65
GO:0036374	glutathione hydrolase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	5	6	3	1	4	5	5	7	11
GO:0036376	sodium ion export from cell	biological process	1	0	0	0	0	0	0	3	2	4	5	0	0	0	0	0	0	0	0	1	2	1	0	2	1	3
GO:0036444	calcium ion transmembrane import into mitochondrion	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	molecular function	15	32	9	3	0	0	1	6	17	17	22	2	32	44	24	16	14	0	3	4	0	1	10	2	7	4
GO:0038023	signaling receptor activity	molecular function	0	3	3	1	0	0	0	0	3	2	5	0	0	2	2	24	4	3	4	2	11	4	16	4	13	9
GO:0039641	viral inner membrane	cellular component	2	2	0	0	0	0	0	0	1	0	2	0	0	1	8	4	0	0	1	2	0	1	6	0	0	0
GO:0039666	virion attachment to host cell pilus	biological process	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO:0039693	viral DNA genome replication	biological process	0	3	0	0	0	0	0	0	1	4	0	0	0	0	2	5	0	1	0	0	0	0	2	1	0	1
GO:0039694	viral RNA genome replication	biological process	0	0	4	48	0	12	3	0	5	0	2	1	0	0	0	0	0	0	0	0	4	0	0	3	0	0
GO:0040001	establishment of mitotic spindle localization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042025	host cell nucleus	cellular component	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042026	protein refolding	biological process	59	60	50	1	7	1	11	31	83	84	75	12	21	49	50	80	26	22	129	117	5	132	62	113	29	85
GO:0042030	ATPase inhibitor activity	molecular function	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042073	intraciliary transport	biological process	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0042121	alginic acid biosynthetic process	biological process	1	0	1	0	1	0	0	0	1	0	3	1	0	8	0	1	2	0	2	2	0	1	0	1	3	3
GO:0042126	nitrate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5	2	5	4	7	1	4	6
GO:0042128	nitrate assimilation	biological process	264	683	229	4	10	4	7	426	198	718	224	4	352	488	583	129	32	28	80	65	5	82	101	44	51	71
GO:0042132	fructose 1@6-bisphosphate 1-phosphatase activity	molecular function	155	322	137	3	5	2	7	194	154	319	214	2	209	348	230	65	13	15	50	44	3	55	42	45	20	49
GO:0042147	retrograde transport@ endosome to Golgi	biological process	2	1	1	1	0	0	0	1	3	4	0	0	3	6	3	1	1	0	0	0	0	0	0	0	0	0
GO:0042157	lipoprotein metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GO:0042158	lipoprotein biosynthetic process	biological process	272	502	268	7	4	3	5	264	353	494	381	6	168	312	458	117	23	28	121	129	8	127	87	100	32	121
GO:0042167	heme catabolic process	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042168	heme metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	2	6	1	1	7	3	5	6
GO:0042176	regulation of protein catabolic process	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0042178	xenobiotic catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	3	0	1	5
GO:0042242	cobyrinic acid a@c-diamide synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	2	3	1	4	8	4	5	6
GO:0042246	tissue regeneration	biological process	3	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	0	1	1	0	0	0	0	0	0
GO:0042254	ribosome biogenesis	biological process	195	189	184	6	6	1	19	113	261	278	228	12	74	115	181	53	12	13	95	115	2	119	48	110	17	80
GO:0042256	mature ribosome assembly	biological process	9	1	8	0	0	0	0	1	25	7	14	1	4	0	1	0	2	0	1	6	0	1	0	5	0	1
GO:0042262	DNA protection	biological process	10	3	8	0	0	0	0	20	12	11	20	0	8	6	1	4	2	2	5	9	0	6	1	6	2	5
GO:0042274	ribosomal small subunit biogenesis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0042279	nitrite reductase (cytochrome@ ammonia-forming) activity	molecular function	28	14	24	0	0	0	0	8	29	10	34	0	2	4	15	4	2	1	12	6	0	6	2	5	1	1
GO:0042286	glutamate-1-semialdehyde 2@1-aminomutase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	3	5	5	1	2	8	3	5	10
GO:0042300	beta-amyrin synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	4	4	2	0	5	9	2	6	7
GO:0042301	phosphate ion binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	4	5	21	24	2	30	29	17	15	20
GO:0042302	structural constituent of cuticle	molecular function	0	0	1	0	0	0	2	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0
GO:0042393	histone binding	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042398	cellular modified amino acid biosynthetic process	biological process	81	178	72	1	1	1	3	41	78	99	102	2	171	249	133	40	8	8	31	26	1	31	37	24	11	37
GO:0042407	cristae formation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042410	6-carboxyhexanoate-CoA ligase activity	molecular function	2	0	2	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0
GO:0042450	arginine biosynthetic process via ornithine	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	8	8	16	22	1	15	28	22	14	31
GO:0042493	response to drug	biological process	4	2	0	0	0	0	0	0	2	2	1	0	0	0	4	1	0	1	3	0	0	0	1	1	0	0
GO:0042537	benzene-containing compound metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042545	cell wall modification	biological process	13	11	5	0	0	0	0	1	2	4	5	0	0	0	9	6	0	1	3	1	1	3	4	2	0	4
GO:0042549	photosystem II stabilization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042555	MCM complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042558	pteridine-containing compound metabolic process	biological process	352	782	324	2	6	0	8	448	373	862	383	6	330	578	767	95	26	23	102	105	3	108	70	103	35	117
GO:0042578	phosphoric ester hydrolase activity	molecular function	1	5	1	0	0	0	0	0	0	2	0	0	5	7	3	2	0	0	0	0	0	3	3	0	0	0
GO:0042597	periplasmic space	cellular component	219	684	183	10	12	7	4	233	213	500	258	9	510	769	692	246	55	39	168	140	27	132	218	119	108	178
GO:0042600	chorion	cellular component	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042613	MHC class II protein complex	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042619	poly-hydroxybutyrate biosynthetic process	biological process	105	183	80	2	2	1	4	186	74	383	82	5	208	317	159	83	16	16	48	37	0	53	77	28	27	51
GO:0042626	ATPase activity@ coupled to transmembrane movement of substances	molecular function	825	1318	641	20	5	8	17	649	863	1298	856	12	531	880	1263	421	96	65	387	360	32	409	362	339	153	358
GO:0042651	thylakoid membrane	cellular component	2	1	3	0	0	0	0	0	1	1	4	0	0	1	1	1	0	0	2	0	0	2	1	3	0	0
GO:0042721	mitochondrial inner membrane protein insertion complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042729	DASH complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042732	D-xylose metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0042742	defense response to bacterium	biological process	3	8	6	0	0	0	2	5	3	7	5	1	0	1	4	2	0	0	4	6	0	6	3	3	1	4
GO:0042765	GPI-anchor transamidase complex	cellular component	0	6	0	0	0	0	0	0	3	2	2	0	8	5	3	0	3	0	1	0	0	1	0	1	0	0
GO:0042773	ATP synthesis coupled electron transport	biological process	98	217	69	0	1	0	1	84	99	164	87	1	80	127	226	226	44	43	169	156	7	145	178	131	57	159
GO:0042779	tRNA 3'-trailer cleavage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	2
GO:0042802	identical protein binding	molecular function	12	25	18	0	0	0	0	10	6	11	19	0	16	19	12	15	9	9	19	11	0	18	11	7	12	10
GO:0042803	protein homodimerization activity	molecular function	300	336	277	3	10	2	8	172	388	357	369	4	122	188	327	65	15	18	121	120	3	132	51	124	19	109
GO:0042819	vitamin B6 biosynthetic process	biological process	26	11	25	0	1	0	3	8	34	26	37	1	17	29	14	9	5	0	4	10	0	8	5	5	4	13
GO:0042823	pyridoxal phosphate biosynthetic process	biological process	26	11	25	0	1	0	3	8	34	26	37	1	17	29	14	9	5	0	4	10	1	8	5	5	5	13
GO:0042834	peptidoglycan binding	molecular function	119	327	103	5	2	0	0	166	159	394	140	0	142	260	307	133	17	26	77	87	5	62	96	74	36	89
GO:0042853	L-alanine catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	5	7	6	0	6	9	4	4	11
GO:0042883	cysteine transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GO:0042908	xenobiotic transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	6	5	3	2	4	3	18	2	11	14
GO:0042910	xenobiotic transporter activity	molecular function	154	240	147	8	3	0	1	47	148	153	184	0	202	315	195	84	29	17	69	54	13	70	73	42	48	87
GO:0042919	benzoate transport	biological process	22	40	24	1	0	1	0	3	14	9	19	0	6	12	26	11	2	0	8	5	2	9	7	4	8	4
GO:0042925	benzoate transporter activity	molecular function	22	40	24	1	0	1	0	3	14	9	19	0	6	12	26	11	2	0	8	5	2	9	7	4	8	4
GO:0042952	beta-ketoadipate pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	2	0	4	1	1	2	2
GO:0042953	lipoprotein transport	biological process	2	13	4	0	0	0	0	0	2	4	4	0	0	0	30	27	7	7	9	11	2	10	28	15	16	20
GO:0042981	regulation of apoptotic process	biological process	1	1	0	0	0	0	0	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043015	gamma-tubulin binding	molecular function	0	3	1	0	0	0	0	0	1	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043022	ribosome binding	molecular function	48	138	34	6	0	3	0	63	65	127	47	4	25	55	151	58	11	9	43	38	8	38	53	44	22	37
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043039	tRNA aminoacylation	biological process	1708	2085	1441	17	11	11	22	1225	2038	2318	2046	25	843	1332	1996	355	71	68	527	544	13	552	299	566	97	404
GO:0043043	peptide biosynthetic process	biological process	176	151	155	0	0	1	3	75	198	158	185	3	61	78	152	56	11	13	111	94	3	105	47	107	15	80
GO:0043044	ATP-dependent chromatin remodeling	biological process	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043065	positive regulation of apoptotic process	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043066	negative regulation of apoptotic process	biological process	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043085	positive regulation of catalytic activity	biological process	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043087	regulation of GTPase activity	biological process	1	8	0	1	1	0	0	1	1	0	2	1	1	2	8	1	0	0	0	0	0	0	2	0	2	0
GO:0043093	FtsZ-dependent cytokinesis	biological process	6	1	1	3	0	0	0	0	2	0	1	0	0	0	2	4	0	0	3	1	1	5	3	1	0	1
GO:0043094	cellular metabolic compound salvage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	2	2	2	3	2
GO:0043101	purine-containing compound salvage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1
GO:0043130	ubiquitin binding	molecular function	2	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
GO:0043138	3'-5' DNA helicase activity	molecular function	48	163	42	0	1	0	0	119	55	241	57	3	67	106	162	26	7	9	28	23	1	22	24	19	13	33
GO:0043139	5'-3' DNA helicase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	biological process	30	47	26	0	0	0	0	34	25	70	23	1	26	24	54	39	5	7	32	31	2	31	29	31	10	31
GO:0043169	cation binding	molecular function	22	113	31	0	0	0	1	11	36	22	48	1	10	18	112	18	5	3	19	16	3	17	15	12	8	23
GO:0043189	H4/H2A histone acetyltransferase complex	cellular component	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular component	765	1348	644	23	7	6	15	1040	888	1977	945	8	503	1010	1312	523	130	98	477	420	48	474	449	395	235	436
GO:0043213	bacteriocin transport	biological process	1	2	1	0	0	2	0	0	1	4	0	0	0	0	1	32	6	8	12	13	3	14	30	14	19	27
GO:0043215	daunorubicin transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	5	0	12	4	7	1	7
GO:0043231	intracellular membrane-bounded organelle	cellular component	37	67	37	0	2	0	3	4	42	26	50	1	17	26	60	40	10	7	33	29	0	36	35	30	12	34
GO:0043240	Fanconi anaemia nuclear complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043248	proteasome assembly	biological process	0	2	0	0	0	0	0	0	1	5	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0
GO:0043335	protein unfolding	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	5	6	4	0	3	8	4	10	14
GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0043419	urea catabolic process	biological process	21	52	25	0	0	0	0	4	23	11	15	0	27	48	73	15	4	0	13	10	1	11	14	11	7	10
GO:0043461	proton-transporting ATP synthase complex assembly	biological process	14	43	7	0	0	0	0	11	7	26	15	0	48	69	31	25	5	2	3	5	0	4	11	1	6	10
GO:0043462	regulation of ATPase activity	biological process	7	12	5	0	0	1	0	3	10	7	7	0	3	6	11	12	1	1	4	5	0	2	6	1	2	2
GO:0043495	protein anchor	molecular function	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043531	ADP binding	molecular function	3	7	4	0	0	0	0	0	8	1	7	0	1	4	13	17	2	1	7	3	0	5	14	1	6	3
GO:0043546	molybdopterin cofactor binding	molecular function	195	269	176	6	1	0	4	251	197	473	184	3	210	333	245	82	32	29	106	90	13	117	87	93	52	90
GO:0043547	positive regulation of GTPase activity	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043565	sequence-specific DNA binding	molecular function	895	2230	867	28	10	17	20	741	1015	1457	996	11	751	1244	2086	742	151	167	521	534	86	589	604	523	311	613
GO:0043571	maintenance of CRISPR repeat elements	biological process	206	420	170	1	0	0	2	151	226	363	204	0	268	197	540	63	18	14	82	61	0	83	53	75	26	108
GO:0043625	delta DNA polymerase complex	cellular component	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043631	RNA polyadenylation	biological process	1	4	0	0	0	0	0	1	0	1	1	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0
GO:0043639	benzoate catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	2	1	0	1	2
GO:0043666	regulation of phosphoprotein phosphatase activity	biological process	1	0	0	0	0	1	0	1	1	1	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0043683	type IV pilus biogenesis	biological process	19	109	10	0	1	0	0	75	14	129	25	2	4	38	78	26	3	7	11	12	0	11	23	12	11	10
GO:0043684	type IV secretion system complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	1	1	3	0	1	10	2	8	11
GO:0043708	cell adhesion involved in biofilm formation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	3	2	2	3	3	0	2
