GO	description	category	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
GO:0030983	mismatched DNA binding	molecular function	2140	2052	2200	2197	2196	547	388	0	1743	1632	1762	1716	1362	2269	2192	2496	2307	1466	654	652	468	662	665	720	646	564	658	89	574	300	186	627	557	433	155	220	255
GO:0031011	Ino80 complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031012	extracellular matrix	cellular component	4	1	4	5	8	0	0	0	1	1	2	2	1	1	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
GO:0031047	gene silencing by RNA	biological process	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031072	heat shock protein binding	molecular function	193	217	204	210	212	46	77	0	211	210	183	178	205	204	209	217	193	132	64	75	53	71	68	67	74	119	112	10	88	69	16	108	86	65	18	47	33
GO:0031124	mRNA 3'-end processing	biological process	2	2	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031144	proteasome localization	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031145	anaphase-promoting complex-dependent catabolic process	biological process	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031167	rRNA methylation	biological process	13	17	19	15	15	6	0	0	9	1	6	11	5	1	0	1	0	0	1	0	0	4	4	3	6	0	0	0	2	1	0	1	2	1	1	0	0
GO:0031342	negative regulation of cell killing	biological process	1	1	0	1	1	0	0	0	6	7	1	1	5	14	17	15	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031388	organic acid phosphorylation	biological process	580	502	586	579	560	110	110	0	323	322	380	388	292	372	338	384	402	295	126	133	94	142	153	179	180	144	129	23	110	53	31	31	20	98	49	65	55
GO:0031412	gas vesicle organization	biological process	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031418	L-ascorbic acid binding	molecular function	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031419	cobalamin binding	molecular function	3155	2962	3157	2968	3257	752	550	0	2520	2368	2607	2426	2076	3772	3454	3888	3751	2505	560	565	411	723	655	713	710	1495	1412	215	468	661	205	1245	985	614	153	132	441
GO:0031515	tRNA (m1A) methyltransferase complex	cellular component	2	1	4	3	2	0	3	0	7	10	10	14	6	0	0	1	0	0	0	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	2
GO:0031554	regulation of DNA-templated transcription, termination	biological process	253	269	242	214	246	60	34	0	281	242	286	268	192	242	207	241	224	140	77	78	69	90	89	111	105	75	70	19	70	36	14	56	49	44	26	34	24
GO:0031556	transcriptional attenuation by ribosome	biological process	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
GO:0031929	TOR signaling	biological process	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031931	TORC1 complex	cellular component	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031992	energy transducer activity	molecular function	13	7	20	11	16	2	3	0	9	10	8	14	6	9	11	15	13	8	1	2	2	2	1	5	1	3	4	1	3	4	1	6	8	2	1	2	2
GO:0032012	regulation of ARF protein signal transduction	biological process	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0032040	small-subunit processome	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032051	clathrin light chain binding	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032065	cortical protein anchoring	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032259	methylation	biological process	914	845	909	911	877	211	124	0	897	847	850	862	781	651	550	598	608	404	237	203	178	200	213	209	203	274	246	40	248	62	30	165	144	118	60	79	52
GO:0032324	molybdopterin cofactor biosynthetic process	biological process	30	31	44	26	33	14	34	0	33	32	41	32	23	18	13	17	18	8	16	24	17	5	0	9	8	14	18	1	14	1	1	9	12	2	10	3	4
GO:0032328	alanine transport	biological process	958	936	1003	1061	1070	243	469	1	1476	1397	1541	1452	1239	963	889	991	841	584	460	499	354	884	897	904	928	1458	1553	211	564	251	102	271	218	134	182	196	319
GO:0032472	Golgi calcium ion transport	biological process	7	0	6	10	7	0	6	0	7	6	7	3	6	2	4	2	6	1	3	5	3	0	2	1	2	1	3	1	3	1	0	1	1	0	1	1	0
GO:0032775	DNA methylation on adenine	biological process	168	177	170	197	194	41	5	0	220	216	223	224	189	85	103	89	100	59	29	30	25	27	36	34	30	25	18	3	21	7	6	28	27	3	11	10	17
GO:0032780	negative regulation of ATPase activity	biological process	0	0	0	0	1	0	0	0	1	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
GO:0032784	regulation of DNA-templated transcription, elongation	biological process	475	484	498	518	507	109	113	0	547	457	538	546	435	475	427	503	463	309	122	117	91	156	160	149	159	220	242	44	123	69	11	128	99	95	43	62	35
GO:0032955	regulation of barrier septum assembly	biological process	11	11	14	17	11	1	0	0	29	24	23	19	13	4	10	8	7	4	0	2	1	1	1	2	4	1	5	0	0	0	0	1	1	1	0	0	0
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033014	tetrapyrrole biosynthetic process	biological process	370	405	349	299	383	79	43	0	354	333	412	365	276	156	141	202	167	109	84	88	63	137	160	139	145	491	494	92	61	39	10	210	170	11	25	8	21
GO:0033130	acetylcholine receptor binding	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	cellular component	175	150	189	178	173	37	37	0	189	178	202	186	177	158	157	188	163	91	60	62	53	93	76	86	74	97	112	13	75	42	13	86	66	39	32	15	16
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	cellular component	258	236	272	251	258	67	82	0	276	288	304	354	258	271	250	249	266	176	114	93	73	105	118	110	116	189	208	24	111	31	25	63	52	61	33	24	22
GO:0033179	proton-transporting V-type ATPase, V0 domain	cellular component	14	2	2	8	8	3	1	0	16	24	26	10	15	4	4	10	5	3	4	3	1	7	2	6	8	2	0	0	1	2	0	1	1	0	4	3	0
GO:0033180	proton-transporting V-type ATPase, V1 domain	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0033198	response to ATP	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	biological process	18	25	20	18	12	2	1	0	0	4	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033573	high-affinity iron permease complex	cellular component	9	19	18	11	23	4	1	0	52	47	46	59	46	1	2	7	3	2	1	0	0	1	3	2	3	22	16	3	0	0	2	1	0	11	2	0	0
GO:0033588	Elongator holoenzyme complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0033739	preQ1 synthase activity	molecular function	59	68	80	88	79	11	8	0	91	89	85	70	60	59	59	62	58	54	16	15	7	26	14	11	17	12	10	8	7	2	0	22	14	18	1	4	0
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	molecular function	162	161	160	165	146	39	31	0	156	160	148	120	118	214	184	235	230	155	33	41	28	40	35	30	44	140	127	19	35	26	3	103	75	23	15	22	26
GO:0033856	pyridoxine 5'-phosphate synthase activity	molecular function	381	333	411	335	375	78	110	0	309	245	297	321	236	522	538	518	557	323	99	92	67	80	81	84	107	69	66	12	87	117	34	217	157	122	18	30	104
GO:0033897	ribonuclease T2 activity	molecular function	5	10	4	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	molecular function	4	8	4	3	1	0	0	0	13	8	8	10	10	1	2	1	3	3	1	2	0	1	3	1	1	0	0	0	1	0	0	0	0	3	2	2	0
GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	molecular function	16	27	18	18	20	3	1	0	261	274	307	303	193	3	0	4	3	1	0	0	0	8	3	4	5	0	0	2	0	0	7	2	1	2	0	3	1
GO:0034061	DNA polymerase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034194	D-galactonate catabolic process	biological process	14	27	12	20	30	4	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	2	2	0	0	1	0	5	0	0
GO:0034219	carbohydrate transmembrane transport	biological process	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034220	ion transmembrane transport	biological process	37	30	38	31	22	5	11	0	68	47	54	53	44	19	10	16	7	5	24	20	15	34	45	32	42	9	14	1	22	5	2	9	10	6	12	9	7
GO:0034228	ethanolamine transmembrane transporter activity	molecular function	39	45	43	38	46	13	6	0	30	26	28	41	22	7	8	7	6	2	11	12	7	11	5	15	7	9	7	1	3	8	1	27	20	5	8	7	7
GO:0034229	ethanolamine transport	biological process	39	45	43	38	46	13	6	0	30	26	28	41	22	7	8	7	6	2	11	12	7	11	5	15	7	9	7	1	3	8	1	27	20	5	8	7	7
GO:0034257	nicotinamide riboside transmembrane transporter activity	molecular function	160	188	181	203	174	42	36	0	102	82	98	106	71	248	270	282	300	232	33	43	30	22	24	38	24	56	50	10	31	29	9	2	2	31	18	15	30
GO:0034258	nicotinamide riboside transport	biological process	160	188	181	203	174	42	36	0	102	82	98	106	71	248	270	282	300	232	33	43	30	22	24	38	24	56	50	10	31	29	9	2	2	31	18	15	30
GO:0034450	ubiquitin-ubiquitin ligase activity	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034618	arginine binding	molecular function	114	112	104	110	123	27	16	0	155	145	178	167	134	102	90	100	104	84	49	42	26	40	37	52	41	41	45	2	28	6	7	12	14	32	12	17	9
GO:0034639	L-amino acid efflux transmembrane transporter activity	molecular function	23	10	10	17	12	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035023	regulation of Rho protein signal transduction	biological process	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035091	phosphatidylinositol binding	molecular function	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035429	gluconate transmembrane transport	biological process	332	326	325	280	350	58	52	0	73	62	81	82	66	26	36	38	21	24	22	23	16	54	56	63	58	24	22	3	62	19	9	14	18	44	19	23	5
GO:0035438	cyclic-di-GMP binding	molecular function	4	2	5	1	5	0	2	0	5	3	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0
GO:0035444	nickel cation transmembrane transport	biological process	6	6	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035556	intracellular signal transduction	biological process	13	16	9	9	14	0	0	0	0	0	1	0	3	3	1	5	2	1	9	3	2	1	2	0	1	0	0	0	2	1	0	0	1	1	2	0	0
GO:0036065	fucosylation	biological process	24	39	40	43	44	13	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
GO:0036094	small molecule binding	molecular function	30	36	35	31	33	6	25	0	83	73	80	91	81	20	20	25	19	18	18	22	10	24	15	18	16	12	14	4	28	10	1	9	4	8	3	12	5
GO:0036361	racemase activity, acting on amino acids and derivatives	molecular function	70	75	70	77	67	14	48	1	103	71	106	86	75	62	46	67	79	40	50	49	40	40	41	31	44	49	49	10	48	21	8	30	39	23	20	41	18
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0040007	growth	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0042026	protein refolding	biological process	1	2	2	0	1	0	0	0	2	1	6	2	2	2	0	1	2	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0
GO:0042030	ATPase inhibitor activity	molecular function	0	0	0	0	1	0	0	0	1	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
GO:0042128	nitrate assimilation	biological process	25	31	24	29	28	6	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	molecular function	1170	1178	1292	1224	1246	269	189	0	1280	1232	1301	1187	973	1454	1380	1485	1495	860	251	244	201	260	246	207	248	185	181	35	269	133	62	92	72	238	70	88	96
GO:0042158	lipoprotein biosynthetic process	biological process	366	331	372	339	382	90	103	0	351	341	342	329	299	335	332	373	316	231	178	168	129	145	131	160	139	137	118	14	143	73	30	153	122	112	61	49	106
GO:0042173	regulation of sporulation resulting in formation of a cellular spore	biological process	118	100	106	123	134	27	40	0	105	93	105	109	96	63	74	76	81	48	83	97	68	78	92	94	89	44	61	9	86	5	3	15	16	16	37	25	5
GO:0042254	ribosome biogenesis	biological process	107	121	116	123	117	19	17	0	168	166	160	137	135	104	72	90	84	74	34	32	30	65	41	61	54	52	41	6	38	22	6	31	20	31	9	8	5
GO:0042262	DNA protection	biological process	10	9	5	9	9	5	8	0	0	0	0	1	0	0	0	0	0	0	7	11	2	5	4	5	5	3	2	0	3	4	10	0	2	1	2	2	24
GO:0042274	ribosomal small subunit biogenesis	biological process	164	139	149	154	160	40	57	0	145	140	122	130	116	96	106	131	111	73	52	69	61	62	57	76	63	78	49	11	64	20	13	50	36	41	22	39	17
GO:0042279	nitrite reductase (cytochrome, ammonia-forming) activity	molecular function	198	178	179	180	168	48	24	0	215	199	195	228	175	238	219	245	204	127	30	31	24	57	49	68	58	1	3	0	19	16	24	1	0	13	12	3	49
GO:0042301	phosphate ion binding	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042302	structural constituent of cuticle	molecular function	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042325	regulation of phosphorylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042393	histone binding	molecular function	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042398	cellular modified amino acid biosynthetic process	biological process	16	6	14	11	18	1	0	0	8	9	12	8	6	0	0	0	0	0	0	0	0	5	2	3	3	0	0	0	0	1	0	0	0	5	0	0	1
GO:0042410	6-carboxyhexanoate-CoA ligase activity	molecular function	27	30	39	24	44	4	0	0	54	41	55	45	42	32	28	27	28	18	5	2	6	42	53	43	58	285	298	49	2	6	0	16	7	2	1	3	1
GO:0042545	cell wall modification	biological process	217	183	188	203	234	38	32	0	73	70	84	63	70	173	194	170	218	99	109	116	63	28	25	24	19	34	39	6	57	22	40	7	3	3	15	16	15
GO:0042546	cell wall biogenesis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO:0042549	photosystem II stabilization	biological process	0	2	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	4	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0042558	pteridine-containing compound metabolic process	biological process	1295	1213	1260	1281	1240	282	282	0	1291	1225	1368	1209	1065	1486	1441	1683	1648	1045	291	329	202	355	345	384	395	249	253	45	258	254	90	563	395	292	72	96	185
GO:0042578	phosphoric ester hydrolase activity	molecular function	7	6	6	6	2	0	0	0	0	0	1	0	3	0	2	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042597	periplasmic space	cellular component	689	665	698	685	713	169	59	0	424	391	387	434	328	438	380	479	420	271	84	88	64	123	114	128	133	32	40	3	47	79	45	68	47	66	40	16	97
GO:0042613	MHC class II protein complex	cellular component	2	0	1	0	2	0	0	0	2	3	1	2	0	4	4	6	6	3	2	3	1	2	0	1	3	1	1	0	0	0	1	26	14	0	0	0	0
GO:0042619	poly-hydroxybutyrate biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0042624	ATPase activity, uncoupled	molecular function	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular function	801	852	846	859	843	215	234	0	908	818	915	903	722	652	625	786	682	460	425	392	257	494	406	479	477	831	814	152	397	177	65	295	236	227	113	147	141
GO:0042627	chylomicron	cellular component	0	1	0	0	0	0	0	0	4	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042651	thylakoid membrane	cellular component	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042710	biofilm formation	biological process	9	4	12	14	6	1	0	0	6	9	12	7	6	1	1	3	0	1	0	1	0	2	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0
GO:0042729	DASH complex	cellular component	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042742	defense response to bacterium	biological process	1	3	2	3	1	0	0	0	0	0	1	2	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0
GO:0042765	GPI-anchor transamidase complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042773	ATP synthesis coupled electron transport	biological process	96	91	87	104	90	29	6	0	63	61	79	77	80	93	107	111	79	88	39	42	31	48	35	39	46	26	14	2	23	14	4	117	75	14	15	5	6
GO:0042802	identical protein binding	molecular function	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	0	3	3	0	0	0	1
GO:0042803	protein homodimerization activity	molecular function	230	244	253	240	253	37	51	0	195	195	251	189	155	203	189	197	166	102	72	66	62	75	75	87	81	58	76	12	72	37	12	78	86	44	12	16	14
GO:0042819	vitamin B6 biosynthetic process	biological process	47	54	48	48	56	18	19	0	197	176	208	200	215	34	41	32	44	26	40	47	38	146	136	120	137	57	71	11	27	9	4	8	12	30	18	13	12
GO:0042823	pyridoxal phosphate biosynthetic process	biological process	47	54	48	48	56	18	19	0	197	176	208	200	215	34	41	32	44	26	40	47	38	146	136	120	137	57	71	11	27	9	4	8	12	30	18	13	12
GO:0042834	peptidoglycan binding	molecular function	154	131	124	137	147	25	19	0	112	101	124	105	81	112	118	136	126	67	26	27	17	23	23	18	19	19	29	3	13	11	7	28	21	33	5	12	7
GO:0042919	benzoate transport	biological process	25	34	23	26	22	6	0	0	0	1	1	2	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
GO:0042925	benzoate transporter activity	molecular function	25	34	23	26	22	6	0	0	0	1	1	2	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
GO:0042953	lipoprotein transport	biological process	12	16	11	12	15	4	0	0	3	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042954	lipoprotein transporter activity	molecular function	12	16	11	12	15	4	0	0	3	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042981	regulation of apoptotic process	biological process	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043022	ribosome binding	molecular function	1	2	2	3	2	0	0	0	2	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO:0043039	tRNA aminoacylation	biological process	2085	2054	2064	2022	2179	485	628	1	2124	1980	2215	2080	1735	2336	2073	2400	2329	1509	738	736	546	806	762	752	842	582	611	97	732	516	155	912	708	587	222	266	313
GO:0043043	peptide biosynthetic process	biological process	131	185	173	159	176	45	36	0	194	161	189	154	136	176	162	184	186	109	59	47	30	76	79	57	69	53	48	8	41	38	7	62	56	48	16	18	17
GO:0043066	negative regulation of apoptotic process	biological process	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043086	negative regulation of catalytic activity	biological process	18	10	20	10	14	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0043087	regulation of GTPase activity	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043093	FtsZ-dependent cytokinesis	biological process	6	7	7	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043115	precorrin-2 dehydrogenase activity	molecular function	22	21	27	25	29	3	3	0	17	25	23	15	29	12	6	10	16	8	6	3	4	4	6	5	4	52	46	8	3	3	0	7	2	1	2	0	1
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0043130	ubiquitin binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular function	192	191	198	195	194	49	27	0	207	161	204	147	129	194	169	190	183	107	37	47	26	72	57	74	61	74	84	14	17	29	19	52	39	19	16	5	22
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological process	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043169	cation binding	molecular function	109	122	110	121	105	32	38	0	118	134	138	126	105	78	84	82	71	67	44	40	25	45	44	41	56	27	35	4	65	24	7	56	41	36	9	9	10
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular component	761	842	790	781	824	197	223	0	662	579	669	731	556	659	652	785	708	446	273	230	153	299	261	314	295	690	667	132	191	165	52	301	279	172	75	79	157
GO:0043231	intracellular membrane-bounded organelle	cellular component	38	38	36	43	46	10	16	0	16	7	17	17	14	49	37	64	53	28	6	10	7	7	8	12	11	5	5	0	14	30	1	30	26	8	2	1	13
GO:0043401	steroid hormone mediated signaling pathway	biological process	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043419	urea catabolic process	biological process	7	7	4	8	3	0	6	0	8	4	3	5	4	4	8	4	6	3	1	0	0	1	1	2	3	0	0	0	0	0	1	0	0	3	0	0	0
GO:0043461	proton-transporting ATP synthase complex assembly	biological process	6	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043462	regulation of ATPase activity	biological process	17	25	18	17	19	6	0	0	14	17	15	13	11	11	16	15	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3
GO:0043495	protein anchor	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043531	ADP binding	molecular function	0	1	2	1	0	1	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
GO:0043547	positive regulation of GTPase activity	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0043548	phosphatidylinositol 3-kinase binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0043565	sequence-specific DNA binding	molecular function	4114	3937	4228	4022	4101	887	649	1	3959	3716	4228	4104	3354	3269	3044	3546	3249	2211	1059	1024	776	1002	963	994	975	769	752	126	1058	512	234	748	602	510	324	306	341
