IPR	description	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
IPR021701	Protein of unknown function DUF3284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021707	Protein of unknown function DUF3290	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021720	Malectin	20	23	27	29	27	4	8	0	10	5	11	8	9	20	13	16	27	22	9	5	6	6	3	6	9	0	0	0	0	2	11	8	3	0	2	0	0
IPR021721	Zinc finger, CCCH-type, TRM13	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021723	Inovirus Gp2	0	0	0	0	1	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021725	Pathogenicity locus	5	1	6	8	5	1	6	0	12	10	9	9	4	13	11	8	8	6	0	2	0	4	2	3	0	0	0	0	0	0	0	20	29	6	0	0	0
IPR021728	Protein of unknown function DUF3300	11	16	16	15	18	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021729	Domain of unknown function DUF3298	123	122	136	153	117	30	9	0	99	107	105	115	83	162	163	157	149	125	25	14	12	15	18	12	12	40	46	9	14	16	7	16	11	19	4	8	21
IPR021730	Dicarboxylate transport	7	8	9	8	6	3	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
IPR021731	AMIN domain	5	6	13	15	10	3	2	0	1	0	3	2	1	0	3	1	1	1	1	0	1	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0
IPR021737	Bacteriophage phiKZ, Orf197	6	11	12	15	5	1	0	0	69	80	77	82	68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IPR021739	Protein of unknwon function DUF3310	7	11	7	7	12	0	1	0	45	38	56	36	42	19	12	16	14	13	1	3	4	0	0	0	0	7	5	1	0	1	0	0	0	0	0	0	0
IPR021741	Protein of unknown function DUF3311	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021743	Keratin-associated protein, type6/8/16/19/20/21	2	3	3	1	5	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021744	Cobalamin synthesis G, N-terminal	77	73	69	67	74	9	52	0	77	85	102	80	78	104	83	92	100	54	24	31	17	30	40	27	28	33	41	14	36	13	6	16	12	22	14	3	22
IPR021745	Cobalamin biosynthesis central region	15	20	19	11	24	5	11	0	8	13	16	21	16	38	32	38	42	34	3	9	7	8	8	2	3	2	4	0	5	12	4	4	3	17	3	1	18
IPR021747	Protein of unknown function DUF3313	19	5	12	12	8	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0
IPR021749	Type II secretory pathway pseudopilin	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021754	Protein of unknown function DUF3320	4	4	13	3	4	3	0	0	1	1	0	1	1	7	2	4	9	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0
IPR021759	Domain of unknown function DUF3324, C-terminal	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021763	Protein of unknown function DUF3326	4	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021764	Enterochelin esterase, N-terminal	11	7	3	8	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021766	Protein of unknown function DUF3329	1	5	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021768	Protein of unknown function DUF3332	106	93	109	112	118	22	2	0	121	120	101	125	109	62	59	69	67	40	8	9	19	8	10	7	9	5	1	1	2	6	5	2	0	13	2	1	4
IPR021776	Protein of unknown function DUF3341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
IPR021778	Protein of unknown function DUF3343	14	20	17	16	20	7	10	0	21	18	27	16	18	8	7	15	5	13	15	21	10	20	12	13	10	15	21	5	20	6	0	8	9	1	6	6	8
IPR021789	KHA domain	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021793	Major outer membrane lipoprotein Oprl	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021795	Protein of unknown function DUF3363	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021796	Protein of unknown function DUF3365	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
IPR021799	Protein of unknown function DUF3368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021804	Protein of unknown function DUF3375	16	21	19	16	22	1	8	0	32	29	26	28	35	5	8	8	11	4	3	4	0	1	3	9	8	0	0	0	0	3	2	2	1	10	4	0	0
IPR021805	Peptidase M10A, matrix metallopeptidase, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021807	High-affinity branched-chain amino acid transport system permease, LivHM, N-terminal	9	7	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021808	Protein of unknown function DUF3383	2	0	3	0	1	1	3	0	0	2	6	2	1	3	3	4	1	3	2	1	2	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4
IPR021810	Protein of unknown function DUF3387	112	138	118	123	140	27	4	0	172	130	139	143	107	125	145	141	155	85	15	16	7	65	66	69	82	32	38	7	29	18	1	1	1	25	1	3	26
IPR021814	Protein of unknown function DUF3394	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021817	Protein of unknown function DUF3400	1	2	0	1	1	0	0	0	4	1	7	8	5	4	1	3	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021822	Protein of unknown function DUF3405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021823	Protein of unknown function DUF3408	607	638	697	654	671	157	209	1	563	548	563	543	493	796	773	857	790	497	136	160	103	157	154	153	155	130	117	20	61	155	121	95	74	148	56	51	171
IPR021826	Protein of unknown function DUF3412	6	10	8	8	8	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021828	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase, domain N/S	0	0	0	0	0	0	0	0	35	37	43	30	35	1	0	0	0	0	0	0	0	2	0	8	4	1	1	0	0	0	5	1	0	8	0	0	3
IPR021831	ParD-like antitoxin of type II bacterial toxin-antitoxin system	0	0	1	0	1	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021834	Protein of unknown function DUF3426	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR021835	Protein of unknown function DUF3427	6	4	11	7	4	2	3	0	94	69	77	88	61	1	3	2	1	2	2	2	0	8	21	15	11	2	3	1	4	0	2	0	1	0	6	3	0
IPR021841	Vacuolar protein 14 C-terminal Fig4-binding domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021844	Integrating conjugative element protein, PFL4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
IPR021845	Protein of unknown function DUF3440	303	321	279	269	291	72	51	0	210	240	208	217	156	261	267	253	312	202	15	28	21	54	47	41	26	6	8	0	24	47	7	38	31	25	12	2	35
IPR021851	Protein of unknown function DUF3455	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021854	WASH1, WAHD domain	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021857	Protein of unknown function DUF3467	95	108	100	97	113	19	23	0	98	80	93	73	63	168	141	160	143	111	19	17	14	17	17	13	20	19	20	7	21	23	5	17	14	23	4	8	6
IPR021860	Peptidase S12, Pab87-related, C-terminal	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021862	Protein of unknown function DUF3472	4	1	4	3	2	1	0	0	1	1	0	1	2	10	13	20	7	4	2	2	0	1	2	6	3	0	0	0	0	0	0	10	7	0	1	0	2
IPR021868	Alpha-2-macroglobulin MG1 domain	6	4	4	3	4	0	1	0	1	1	1	0	0	1	4	2	2	9	0	0	0	0	0	0	1	0	3	0	2	6	1	0	0	2	2	0	2
IPR021871	Protein of unknown function DUF3482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021873	Cell division protein FtsA, C-terminal	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021874	Bacteriophage Mu, Gp27	2	1	2	0	1	0	2	0	7	8	15	8	7	0	0	0	0	0	9	8	4	0	0	0	0	3	3	0	0	1	0	1	2	0	0	0	1
IPR021880	Protein of unknown function DUF3489	6	3	6	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021886	MgsA AAA+ ATPase C-terminal	522	526	506	527	550	126	236	0	561	576	607	508	453	542	542	546	549	349	214	223	153	182	192	238	224	141	128	17	182	158	60	266	218	132	65	73	181
IPR021888	Protein of unknown function DUF3499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021904	Protein of unknown function DUF3516	0	3	0	2	4	0	0	0	230	199	211	197	186	1	2	0	0	0	0	0	2	21	15	18	22	3	2	1	6	3	10	1	2	20	1	2	6
IPR021908	Protein of unknown function DUF3520	38	38	36	42	54	13	5	0	10	8	3	7	5	46	48	36	34	25	9	1	6	7	10	5	11	1	4	2	5	3	0	24	13	0	1	2	1
IPR021909	Protein of unknown function DUF3521	44	45	43	42	41	4	0	0	2	1	3	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	2	0	1	0	0
IPR021910	Protein of unknown function DUF3522	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021917	Uncharacterised protein family, zinc metallopeptidase-like	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
IPR021923	Protein of unknown function DUF3536	3	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021930	Heparan sulphate-N-deacetylase	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021938	Protein of unknown function DUF3553	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	3	3	1	1	0	0	0	1	5	0	0	0	1	0	3	0
IPR021944	Protein of unknown function DUF3560	13	14	8	15	16	1	0	0	3	3	5	5	4	4	5	5	1	1	1	2	0	0	0	0	2	2	0	0	2	5	1	1	2	1	0	0	1
IPR021949	Domain of unknown function DUF3566. transmembrane	0	2	0	1	0	0	0	0	97	73	95	100	61	0	0	0	0	0	0	0	0	7	1	7	5	2	0	0	0	1	1	0	0	11	0	0	0
IPR021958	Protein of unknown function DUF3575	1178	1075	1236	1213	1276	288	345	2	682	629	672	643	541	1500	1497	1513	1615	983	288	245	208	186	174	180	187	143	142	26	145	262	177	554	452	350	71	52	216
IPR021959	Protein of unknown function DUF3576	6	3	7	6	13	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021961	Protein of unknown function DUF3578	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021966	Splicing factor SF3a60 binding domain	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
IPR021968	Polyribonucleotide phosphorylase C-terminal	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021969	Protein of unknown function DUF3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR021973	SprA-related family	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021975	DNA/RNA tunnel of bacterial DNA dependent RNA polymerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021979	Protein of unknown function DUF3584	5	2	2	3	7	0	0	0	6	7	8	4	6	3	4	2	6	3	2	2	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0
IPR021983	PRP8 domain IV core	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IPR021994	Protein of unknown function DUF3592	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021996	Fibrinogen alpha C domain	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021997	Stage V sporulation protein AA	5	4	5	7	9	2	0	0	24	18	30	26	19	4	1	3	6	2	1	0	1	6	3	4	1	6	3	0	2	0	0	2	0	0	2	2	0
IPR022000	Domain of unknown function (DUF3596)	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022001	DNA polymerase III subunit tau, DnaB-binding domain IV	3	4	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR022002	Domain of unknown function DUF35, rubredoxin-like zinc ribbon domain, N-terminal	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR022009	Restriction endonuclease, type II, NotI	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022016	Domain of unknown function DUF3597	1	2	4	1	1	0	0	0	1	0	3	3	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022020	Domain of unknown function DUF3601	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022025	Putative amidoligase enzyme	112	128	108	119	104	24	37	0	189	189	162	168	155	89	112	126	86	64	81	67	53	56	62	61	63	51	63	5	41	23	9	16	26	25	13	16	24
IPR022026	Methylene-tetrahydrofolate reductase C-terminal	5	6	8	10	7	1	4	0	4	5	1	6	3	1	0	0	0	0	8	6	3	4	5	6	8	9	14	3	7	0	0	0	0	0	7	0	0
IPR022028	Protein of unknown function DUF3604	1	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
IPR022029	Putative peptidoglycan binding domain	5	5	11	9	7	1	3	0	16	25	27	19	19	4	2	2	2	2	1	1	0	12	8	10	9	1	2	2	5	1	0	6	4	1	0	0	0
IPR022038	Bacterial Ig-like domain	16	25	17	32	33	6	1	0	129	154	166	150	139	25	18	18	28	16	13	9	11	3	8	10	13	15	13	2	7	2	4	5	2	2	9	7	5
IPR022045	Insecticide toxin TcdB middle/N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	4	1	3	1	0	0	0	1	0	0	0	0	0	0	1	0
IPR022062	Protein of unknown function DUF3618	4	5	0	2	2	1	0	0	1	0	1	1	2	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IPR022064	Protein of unknown function DUF3619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR022066	Signal transduction histidine kinase	0	0	0	1	2	0	0	0	48	46	34	37	23	1	0	0	0	2	0	0	0	3	3	3	2	1	3	0	0	4	2	1	1	4	1	0	0
IPR022072	Protein of unknown function DUF3624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
IPR022073	Putative outer membrane core complex of type IVb secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
IPR022074	Protein of unknown function DUF3626	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR022086	Inner membrane complex protein	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022097	Transcription factor SOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR022104	Protein of unknown function DUF3644	2	0	0	0	0	0	0	0	6	1	1	3	0	1	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022107	DNA polymerase III, subunit gamma/ tau, C-terminal	4	2	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022111	Rhodanase, C-terminal	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022118	Peptidase C70, AvrRpt2	11	20	15	9	17	3	4	0	40	35	54	49	39	7	7	4	5	3	14	22	7	12	10	5	9	17	5	1	5	1	0	5	1	1	1	2	1
IPR022119	Peptidase C71, pseudomurein endo-isopeptidase Pei	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022121	Peptidase M73, camelysin	3	1	1	3	3	0	0	0	5	1	3	2	1	0	1	1	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
IPR022123	Protein of unknown function DUF3658	26	28	26	28	13	3	0	0	51	53	60	58	48	21	9	12	22	9	2	1	2	7	5	2	3	2	0	2	1	0	0	2	1	0	2	0	1
IPR022124	Protein of unknown function DUF3659	6	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022128	Protein of unknown function DUF3662	1	0	1	0	1	0	0	0	56	67	66	48	54	0	0	0	0	0	0	1	0	2	9	4	5	1	2	0	1	3	4	0	0	19	0	0	0
IPR022132	Homeobox protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022133	Ribose-5-phosphate isomerase, C-terminal	8	3	8	5	5	1	4	0	9	14	3	6	5	6	6	10	1	3	4	5	4	1	7	2	9	2	2	1	16	0	3	0	1	3	3	1	0
IPR022134	Protein of unknown function DUF3667	23	23	18	7	23	5	0	0	21	23	23	25	12	33	33	29	28	22	2	3	0	0	0	1	2	0	0	0	1	8	0	24	16	6	0	0	0
IPR022138	Helicase SWF/SNF-related	2	0	1	0	0	0	0	0	0	0	0	0	0	14	9	6	3	5	1	1	0	2	0	0	3	0	1	0	2	0	0	11	12	0	1	0	0
IPR022147	Glutamine synthetase type III N-terminal	573	622	592	584	571	120	217	0	531	495	529	476	440	675	596	638	631	445	243	205	152	271	241	234	255	180	167	22	189	128	81	245	214	143	72	78	146
IPR022153	Protein of unknown function DUF3683	4	1	0	2	0	1	1	0	5	8	7	8	2	5	2	5	5	6	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022156	Uncharacterised protein YfbK, N-terminal	34	34	23	39	20	9	1	0	4	3	4	7	7	36	26	39	25	27	1	0	1	2	2	1	1	0	3	1	0	0	1	20	22	3	0	0	0
IPR022161	DNA helicase IV, N-terminal domain	4	8	11	9	9	3	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR022169	Protein of unknown function DUF3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022173	Protein of unknown function DUF3704	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022179	Protein of unknown function DUF3695	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022183	Protein of unknown function DUF3710	0	0	0	0	0	0	0	0	45	34	41	22	40	0	0	0	0	0	0	0	0	9	3	7	4	0	2	1	1	0	1	0	0	6	0	1	1
IPR022187	Conjugative transposon, TraM	1688	1605	1714	1578	1722	399	800	1	1211	1121	1332	1192	1037	1503	1446	1594	1595	1044	502	495	321	353	340	341	372	99	97	21	118	392	528	510	408	363	164	172	726
IPR022189	Smoothelin	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022192	Mitochondrial degradasome RNA helicase subunit, C-terminal domain	1	1	2	1	1	0	1	0	7	1	2	3	1	2	3	1	5	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR022196	Protein of unknown function DUF3721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR022204	Prepilin peptidase dependent protein C	4	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022205	Protein of unknown function DUF3732	2	1	1	1	1	0	0	0	1	1	4	2	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR022208	Protein of unknown function DUF3737	249	230	240	265	233	55	12	0	118	113	122	108	93	417	361	378	369	226	61	53	38	53	43	57	51	58	66	6	16	82	10	49	33	86	10	16	9
IPR022216	ABC cobalt transporter	6	0	1	5	3	1	1	0	5	4	5	5	4	9	7	3	8	2	1	1	1	0	2	2	2	6	6	0	6	0	0	0	3	0	3	4	3
IPR022219	Poxvirus I6, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022221	Type III restriction/modification enzyme methylation subunit	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022223	Protein of unknown function DUF3748	13	24	19	28	14	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0
IPR022224	Protein of unknown function DUF3750	17	14	24	13	24	7	0	0	0	0	0	0	0	2	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022225	Phage tail fibre protein	4	0	1	1	1	0	1	0	2	3	0	2	1	1	0	0	2	0	3	1	3	0	0	6	3	1	2	0	8	1	0	0	0	0	2	0	1
IPR022233	TRAPP II complex, TRAPPC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022236	Protein of unknown function DUF3761	1	0	0	0	0	0	0	0	2	6	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022243	Protein of unknown function DUF3768	12	12	9	10	9	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022254	Protein of unknown function DUF3775	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022257	10TM putative phosphate transporter, extracellular tail	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022259	Accessory Sec system protein Asp3	0	0	0	0	0	0	0	0	2	2	1	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
