IPR	description	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
IPR026876	Fn3 associated repeat	7	4	11	0	0	0	0	2	5	12	12	0	0	1	0	0	0	0	3	1	0	4	0	3	0	9
IPR026877	DXP reductoisomerase C-terminal domain	107	187	78	3	2	0	0	134	93	227	111	1	102	128	181	47	9	9	45	36	1	33	37	30	12	42
IPR026881	WYL domain	58	182	58	2	0	2	0	176	76	294	82	2	41	90	214	63	11	9	32	17	5	26	54	32	14	37
IPR026888	Acetyl-CoA hydrolase/transferase C-terminal domain	52	45	48	0	0	0	0	15	31	29	50	4	41	49	36	17	4	1	14	12	0	13	10	5	8	10
IPR026889	Transposase zinc-binding domain	66	652	57	1	0	0	1	16	53	28	56	0	8	21	629	26	3	4	42	26	0	32	25	32	6	21
IPR026891	Fibronectin type III-like domain	9	8	8	4	0	0	0	2	13	18	9	0	15	6	10	6	4	2	3	7	3	4	5	6	2	12
IPR026893	Tyrosine/serine-protein phosphatase IphP-type	16	45	19	2	0	3	4	24	15	42	12	0	47	119	45	15	3	6	3	4	4	5	15	5	7	19
IPR026894	DNAJ-containing protein, X-domain	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR026896	Transcription termination and cleavage factor, C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR026898	Intramembrane metalloprotease PrsW	97	24	97	0	0	0	1	9	132	38	124	1	1	4	21	9	0	3	47	61	0	68	9	59	0	40
IPR026902	RnfC Barrel sandwich hybrid domain	25	1	10	0	1	0	0	2	44	9	20	0	0	2	7	3	0	0	14	11	3	5	2	18	1	9
IPR026904	GidA associated domain 3	137	338	122	2	3	0	3	172	177	351	199	4	113	192	303	61	11	14	69	58	5	58	47	51	19	61
IPR026906	BspA type Leucine rich repeat region	3	6	6	0	0	0	0	16	11	8	14	0	29	56	7	2	22	2	0	1	0	0	1	0	22	8
IPR026910	Shisa family	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR026912	Adenine deaminase C-terminal domain	19	12	12	1	0	0	0	3	28	14	30	0	0	2	9	1	0	0	6	7	2	8	0	11	1	6
IPR026932	Myelin gene regulatory factor C-terminal domain 1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR026935	Butirosin biosynthesis protein H, N-terminal	3	6	3	0	0	0	0	0	6	3	7	0	0	1	12	3	0	0	3	2	0	3	2	4	1	4
IPR026937	Strawberry notch, helicase C domain	10	79	7	0	1	0	1	53	13	122	20	0	180	345	65	26	14	13	4	5	0	2	14	2	16	23
IPR026939	ZNF706/At2g23090 superfamily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR026950	Capsule assembly protein Wzi	12	0	16	0	0	0	0	3	20	5	10	1	1	7	0	0	0	1	8	1	2	7	0	5	2	4
IPR026954	PknH-like extracellular domain	1	2	0	0	0	0	0	4	0	5	1	0	0	0	1	4	1	4	0	0	0	0	1	0	0	6
IPR026956	D-serine dehydratase-like domain	31	23	24	0	1	0	0	50	23	93	28	0	52	100	37	14	10	7	14	4	2	17	13	8	10	8
IPR026960	Reverse transcriptase zinc-binding domain	0	2	0	0	0	0	0	1	0	0	0	0	43	40	1	0	15	0	0	0	0	0	0	0	18	0
IPR026968	3-oxoadipate enol-lactonase 1/2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	2	0	4	1	1	2	2
IPR026988	YaaC-like protein	1	1	2	0	0	0	0	0	1	0	1	0	10	10	0	0	1	0	0	1	0	0	1	0	1	0
IPR026989	Transposon-encoded protein TnpV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
IPR026992	Non-haem dioxygenase N-terminal domain	28	36	25	1	0	1	0	16	18	27	24	0	32	40	24	13	6	3	15	10	3	9	11	7	9	21
IPR027007	DHR-1 domain	0	1	0	0	0	0	0	0	0	2	1	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0
IPR027012	Enkurin domain	2	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027051	XdhC Rossmann domain	57	104	67	3	4	2	1	121	73	226	58	4	74	137	108	31	10	7	28	22	1	26	28	16	22	25
IPR027056	Gluconate 2-dehydrogenase subunit 3	21	19	20	3	0	1	1	6	19	8	26	0	23	15	21	11	1	1	4	7	2	6	8	8	1	3
IPR027179	Mature-T-Cell Proliferation I type	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR027244	Vacuolar membrane-associated protein Iml1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027246	Eukaryotic porin/Tom40	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0
IPR027256	P-type ATPase, subfamily IB	16	12	12	0	0	0	0	34	15	64	22	0	35	68	10	113	39	24	74	75	4	81	91	75	62	91
IPR027266	GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1	433	881	407	2	6	5	8	355	456	734	537	5	790	1417	809	133	53	38	133	138	4	138	116	117	70	126
IPR027267	AH/BAR domain superfamily	1	7	2	0	1	0	0	1	1	11	1	0	20	16	4	0	7	0	0	0	0	2	0	2	2	0
IPR027268	Peptidase M4/M1, CTD superfamily	81	249	98	1	1	3	3	163	102	375	126	3	125	224	234	54	15	11	47	35	1	46	39	31	38	46
IPR027269	Hypothetical PA1492 domain superfamily	24	15	32	0	0	0	0	1	34	3	25	1	0	0	17	9	0	1	11	10	0	16	4	15	0	4
IPR027271	Acetolactate synthase/Transcription factor NikR, C-terminal	69	207	75	1	1	1	0	139	95	288	105	3	70	106	187	47	12	9	36	40	5	36	38	35	17	47
IPR027275	PRC-barrel domain	104	161	80	0	4	1	4	72	85	196	79	5	83	107	164	72	17	14	74	29	3	48	53	41	27	57
IPR027279	D-aminopeptidase/lipoprotein domain superfamily	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR027291	Glycoside hydrolase 38, N-terminal domain superfamily	149	36	126	0	1	0	2	49	204	85	185	1	102	108	34	8	11	2	20	32	0	19	3	36	7	27
IPR027302	Glutamine synthetase, N-terminal conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	1	7	8	0	11	9	6	0	7
IPR027303	Glutamine synthetase, glycine-rich site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	3	18	18	0	22	13	14	3	13
IPR027309	P2X purinoreceptor extracellular domain superfamily	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0
IPR027310	Profilin conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IPR027329	TPX2, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR027351	(+) RNA virus helicase core domain	6	7	5	0	0	0	0	3	6	2	6	0	3	2	6	6	3	0	0	1	0	0	2	2	2	5
IPR027353	NET domain	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
IPR027354	YcgL domain	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
IPR027359	Voltage-dependent channel domain superfamily	26	46	34	0	1	0	2	16	31	20	45	1	42	53	37	20	5	1	18	10	1	14	13	12	5	9
IPR027363	Methylthioribose-1-phosphate isomerase, N-terminal	91	99	78	0	0	1	2	11	113	35	109	0	46	39	87	8	6	2	20	26	1	20	13	27	8	18
IPR027365	GNAT acetyltransferase YdfB-like	3	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1
IPR027367	YMGG-like Gly-zipper	4	11	2	0	0	0	0	2	2	4	5	1	3	5	12	10	2	2	7	7	0	6	11	3	1	6
IPR027368	tRNA modification GTPase MnmE domain 2	126	322	101	2	3	1	2	150	170	349	167	1	95	161	318	51	9	11	35	57	2	41	48	53	18	52
IPR027370	RING-type zinc-finger, LisH dimerisation motif	0	3	0	0	0	0	0	0	0	4	3	1	6	9	2	1	4	0	0	0	0	0	3	0	0	1
IPR027372	Phytase-like domain	28	96	24	0	0	3	1	226	39	427	42	2	118	160	95	27	14	9	15	11	1	16	25	9	18	39
IPR027373	Ribbon-helix-helix domain	7	32	14	1	0	0	0	6	9	23	15	0	55	93	35	27	9	4	11	7	0	7	24	3	9	19
IPR027375	DKNYY family	18	4	16	0	0	0	0	3	19	12	15	0	1	4	10	1	3	3	7	10	0	10	5	7	0	8
IPR027377	Zinc-binding domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR027379	Cardiolipin synthase N-terminal	26	12	11	0	0	0	1	6	22	5	20	0	1	7	11	9	2	2	16	8	1	19	9	8	2	5
IPR027381	Putative LytR/CpsA/Psr regulator, C-terminal domain	35	7	33	0	0	0	0	36	38	65	25	1	10	9	5	2	4	1	20	21	0	26	4	12	3	25
IPR027383	Putative zinc-finger	60	75	61	2	10	1	12	21	73	33	80	2	35	27	63	37	15	12	43	28	0	35	32	40	13	25
IPR027385	Outer membrane protein beta-barrel domain	41	78	25	1	1	3	6	7	31	35	33	3	58	86	65	159	22	23	84	64	4	88	124	59	41	100
IPR027386	50S ribosomal protein L15, N-terminal	2	0	4	0	0	0	0	0	21	1	13	0	0	0	0	0	0	0	3	2	0	2	0	0	0	1
IPR027387	Cytochrome b/b6-like domain superfamily	345	738	299	4	10	4	5	502	307	832	328	10	380	612	702	75	38	25	77	76	0	79	76	71	35	81
IPR027388	Ku70, bridge and pillars domain superfamily	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027391	rRNA small subunit methyltransferase F, RNA-binding PUA-like domain	6	0	4	0	0	0	1	0	8	0	2	0	0	0	0	1	0	0	3	1	1	2	0	2	0	3
IPR027392	Transcription factor zinc-finger	46	22	30	0	1	0	2	15	65	18	63	0	6	6	19	17	5	7	32	28	0	25	14	22	6	21
IPR027394	Cytochrome-c3 hydrogenase, C-terminal	12	11	5	0	0	0	1	10	9	12	9	0	46	46	10	11	3	8	6	3	0	5	6	8	3	13
IPR027395	Winged helix DNA-binding domain	16	14	10	1	0	0	0	1	17	17	14	0	1	3	11	5	3	1	6	6	1	7	7	5	1	9
IPR027396	DsrEFH-like	158	332	138	1	2	1	4	22	187	72	176	2	11	20	355	73	11	9	79	82	5	71	66	84	13	46
IPR027398	SecD export protein N-terminal TM domain	12	108	14	0	1	0	2	75	20	175	23	0	11	38	127	14	0	2	10	11	2	14	15	5	5	8
IPR027399	Alcohol dehydrogenase GroES-associated	2	2	6	0	1	1	0	41	5	79	10	0	5	12	5	5	2	3	2	7	1	3	6	5	1	7
IPR027401	Myosin IQ motif-containing domain superfamily	0	0	0	0	0	0	1	0	0	1	2	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0
IPR027405	YidB-like	9	45	10	0	0	2	0	3	5	9	11	0	16	32	40	21	1	0	6	6	0	5	11	5	5	6
IPR027408	PNPase/RNase PH domain superfamily	998	1370	976	5	24	9	50	687	1363	1438	1251	33	536	799	1253	153	31	38	241	253	3	255	123	254	38	210
IPR027409	GroEL-like apical domain superfamily	660	577	638	31	127	22	216	313	758	674	790	118	178	328	547	75	22	19	174	175	9	180	56	169	18	105
IPR027410	TCP-1-like chaperonin intermediate domain superfamily	505	396	429	19	138	17	193	231	534	549	594	106	126	233	361	54	12	16	144	147	10	161	46	146	17	77
IPR027413	GroEL-like equatorial domain superfamily	900	820	830	32	188	26	273	429	1076	900	1145	161	250	421	698	116	32	25	260	271	12	267	88	253	36	155
IPR027414	Glycosyl hydrolase family 95, N-terminal domain	2	1	5	0	3	3	0	1	8	4	5	0	0	0	1	0	0	0	0	3	1	0	0	0	0	1
IPR027415	Tyrosyl-DNA phosphodiesterase, C-terminal	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR027421	DNA polymerase lambda lyase domain superfamily	86	32	71	1	1	0	0	15	119	25	109	1	3	6	41	13	1	1	28	30	0	36	9	23	2	13
IPR027424	Glucose Oxidase, domain 2	6	8	3	0	0	0	0	34	1	75	3	1	8	34	6	25	7	3	8	7	1	7	18	5	9	15
IPR027432	Deoxyguanosinetriphosphate triphosphohydrolase, C-terminal	2	15	1	1	0	0	0	2	1	2	6	0	4	3	20	3	0	0	5	2	0	4	2	3	1	0
IPR027434	Homing endonuclease	806	837	772	4	4	0	3	82	1214	206	919	4	17	44	627	56	3	6	192	204	1	315	51	317	16	165
IPR027435	Stannin superfamily	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027437	30s ribosomal protein S13, C-terminal	175	175	139	3	5	4	11	88	196	237	222	12	66	92	187	57	7	12	88	113	2	118	55	96	17	70
IPR027438	Ecotin, C-terminal	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
IPR027442	MAP kinase activated protein kinase, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
IPR027443	Isopenicillin N synthase-like	116	283	114	7	3	5	2	52	96	124	123	6	96	172	265	53	8	6	49	41	8	45	49	32	20	40
IPR027449	5-keto-4-deoxyuronate isomerase, N-terminal	2	0	1	0	0	0	0	0	1	2	4	1	0	1	2	0	0	0	0	0	0	0	0	0	1	3
IPR027450	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	21	79	23	1	0	1	0	13	14	14	28	1	26	58	70	32	2	9	11	18	2	11	25	9	8	14
IPR027451	Arabinofuranosyltransferase, domain 1	0	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027454	Histone-like protein H-NS, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
IPR027460	Aerobic respiration control sensor protein ArcB, transmembrane domain superfamily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR027461	LD-carboxypeptidase A, C-terminal domain superfamily	74	76	65	3	0	0	0	113	97	235	88	1	68	143	64	23	8	6	27	23	3	33	20	29	12	32
IPR027462	Z ring-associated protein D, C-terminal	4	60	2	1	0	0	0	45	13	88	5	0	7	15	73	15	1	3	8	7	2	10	14	8	5	10
IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	1335	4243	1143	27	36	19	41	1990	1462	3717	1648	32	2000	3091	4069	805	199	163	538	514	58	488	663	443	279	586
IPR027467	Molybdopterin oxidoreductase, molybdopterin cofactor binding site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	4	5	0	6	2	2	0	4
IPR027469	Cation efflux transmembrane domain superfamily	259	589	248	2	4	2	5	145	290	303	311	6	323	450	590	171	44	47	96	96	5	88	145	104	51	145
IPR027470	Cation efflux protein, cytoplasmic domain	58	79	53	2	0	0	1	20	78	51	63	0	70	95	64	36	9	5	29	24	2	29	31	28	12	36
IPR027472	Pput2613-like deaminase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027473	L-asparaginase, C-terminal	39	26	50	1	1	0	0	58	74	95	59	0	8	11	23	9	1	3	14	10	2	14	5	17	2	9
IPR027474	L-asparaginase, N-terminal	85	81	74	1	1	3	0	109	123	188	97	2	30	105	61	22	2	6	24	29	3	27	14	26	6	26
IPR027475	Asparaginase/glutaminase, active site 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	1	1	0	1
IPR027476	D-aminopeptidase, N-terminal	9	2	11	0	1	0	0	7	11	9	12	0	3	6	3	0	1	1	0	1	0	0	2	1	2	2
IPR027477	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily	328	567	288	9	5	0	4	190	294	411	308	13	177	309	515	115	19	24	123	107	5	119	89	86	30	101
IPR027478	Murein tetrapeptide carboxypeptidase, N-terminal	61	68	70	4	1	2	0	56	84	132	78	0	78	151	57	18	9	6	25	24	3	36	19	23	13	29
IPR027479	Protein of unknown function DUF917, N-terminal	3	6	6	0	0	0	0	0	10	1	3	0	3	0	8	2	0	0	2	1	0	1	2	2	0	4
IPR027482	Sec1-like, domain 2	2	9	1	2	0	0	0	0	0	5	4	0	9	4	7	2	0	0	0	0	0	0	3	0	2	0
IPR027483	Phosphatidylinositol-4-phosphate 5-kinase, C-terminal	2	5	1	0	0	0	0	0	0	4	0	0	6	2	4	0	1	0	0	0	0	0	0	0	1	0
IPR027484	Phosphatidylinositol-4-phosphate 5-kinase, N-terminal	1	7	0	0	0	0	0	0	5	2	1	0	2	8	4	1	1	0	0	0	0	0	0	1	0	0
IPR027485	AMMECR1, N-terminal	75	48	45	0	0	0	0	7	92	26	84	0	15	13	48	7	3	3	11	14	0	8	8	19	4	11
IPR027486	Ribosomal protein S10 domain	230	218	195	4	12	4	12	122	263	288	255	17	97	173	241	59	14	13	104	115	2	117	53	101	15	81
IPR027492	Dual-specificity RNA methyltransferase RlmN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5	8	20	15	1	13	21	14	12	25
IPR027521	U6 snRNA phosphodiesterase Usb1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027541	Arsenical pump-driving ATPase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	5	0	3	1
IPR027550	MSEP-CTERM protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
IPR027551	Exosortase K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR027553	Eight-cysteine-cluster domain	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027555	tRNA (mo5U34)-methyltransferase-like	2	5	6	5	0	0	0	7	11	10	4	0	0	2	2	1	1	3	3	3	1	3	0	1	1	5
IPR027558	Prepilin-type processing-associated H-X9-DG domain	48	33	43	0	4	0	1	27	22	35	38	1	23	41	25	18	3	7	13	9	0	11	11	6	8	19
IPR027560	PEFG-CTERM domain	3	0	6	0	0	0	0	0	5	1	5	0	0	0	0	0	0	0	1	3	0	0	0	8	0	1
IPR027561	Thaumarchaeosortase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR027564	Hopanoid C-3 methylase HpnR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0
IPR027565	Cupin fold metalloprotein, WbuC family	4	10	5	0	0	0	0	1	12	3	12	0	0	7	20	3	0	0	3	4	1	3	3	2	1	2
IPR027567	Exosortase XrtM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR027572	Putative folate metabolism protein, CADD family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	3	0	2	5	2	0	0
IPR027574	Thiaminase II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	3	0	4	4	2	0	0
IPR027576	Choice-of-anchor C domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	1	2	2	0	0
IPR027577	5-histidylcysteine sulfoxide synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0	3	1
IPR027580	EXLDI protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027584	Entry exclusion lipoprotein TrbK	1	5	1	0	0	0	0	0	0	0	1	0	1	2	12	3	0	0	1	0	0	1	2	1	2	1
IPR027587	Conjugative transfer region protein TrbK	0	5	0	0	0	0	0	9	1	14	0	0	14	48	4	9	5	2	0	0	0	0	3	0	7	5
IPR027589	Choice-of-anchor B domain	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	11	7	0	8	0	5	0	1
IPR027596	AmmeMemoRadiSam system radical SAM enzyme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	4	8	11	0	5	6	17	5	14
IPR027597	HprK-related kinase B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR027598	Amphi-Trp domain	0	1	1	0	0	0	0	0	4	2	4	0	0	0	0	1	0	0	1	2	0	2	1	2	0	2
IPR027599	PqqD family protein, HPr-rel-A system	0	22	0	0	0	0	0	1	1	5	2	0	4	8	19	6	2	1	1	1	0	1	3	1	3	6
IPR027600	HprK-related kinase A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	1	1	0	0	4	0	4	8
IPR027602	Poly-gamma-glutamate system protein	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027603	Putative transferase, LIC12162 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
IPR027609	Putative 7-carboxy-7-deazaguanine synthase QueE, Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR027610	Sporadic carbohydrate cluster protein, LIC12192 family	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
IPR027611	Sporadic carbohydrate cluster 2-oxoglutarate-Fe(II) oxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1
IPR027612	Putative methyltransferase, LIC12133 family	3	5	1	0	0	0	0	0	5	1	4	0	0	0	2	5	1	0	5	6	0	4	5	2	2	4
IPR027616	CRISPR-associated protein Cas4, PREFRAN subtype	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
IPR027618	Beta propeller repeat, Msarc-type	4	0	4	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
IPR027619	Putative C-S lyase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	1	4	1	1	4
IPR027621	Putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	2	4	0	3	10	2	2	3
IPR027623	AmmeMemoRadiSam system protein A	10	2	2	0	0	0	0	0	6	1	4	0	0	0	8	5	2	3	7	7	0	6	7	12	2	10
IPR027624	Thiazole/oxazole-forming peptide maturase, SagD family component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
IPR027625	Putative 4-mercaptohistidine N1-methyltranferase, OvoA C-terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	1	8	1	2	2
IPR027627	Putative glycosyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	1	0	3	3	0	2	2
IPR027628	Conjugal transfer/type IV secretion protein DotA/TraY	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	2	6	1	2	8	1	0	8
IPR027632	Type 2 lantibiotic, SP_1948 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR027634	Radical SAM protein, BA_1875 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR027635	Type 2 lantibiotic, leader peptide domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IPR027706	Mitochondrial PGP phosphatase	1	1	0	0	0	0	0	1	3	0	1	0	4	6	0	1	1	0	0	0	0	1	2	2	2	0
IPR027783	Bacterial Pleckstrin homology domain-related	2	0	1	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	3	1	0	2	0	2	0	0
IPR027785	UvrD-like helicase C-terminal domain	57	137	52	0	1	3	1	16	72	51	81	0	26	46	114	63	7	1	35	29	1	43	60	25	8	25
IPR027787	Alpha/beta-hydrolase, catalytic domain	2	4	1	0	0	0	0	1	0	2	1	0	0	2	6	1	0	1	0	0	0	0	0	0	2	1
IPR027788	Alpha/beta-hydrolase, N-terminal domain	1	9	1	0	0	0	0	0	0	2	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	3
IPR027790	S-adenosylmethionine synthase	34	3	36	2	0	0	0	8	42	21	38	0	2	3	6	2	1	2	9	8	0	4	1	10	0	7
IPR027791	Galactosyltransferase, C-terminal	34	31	26	0	0	0	0	4	50	12	35	0	11	24	33	11	2	1	16	13	0	13	11	13	1	9
IPR027794	tRNase Z endonuclease	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027795	CASTOR,  ACT domain	61	138	64	0	0	0	2	57	93	109	81	0	49	86	120	43	13	14	31	35	2	48	39	42	17	47
IPR027797	Pre-toxin TG domain	4	0	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1
IPR027798	Ubiquitin Mut7-C domain	3	22	0	0	0	0	0	1	2	2	2	0	0	0	30	5	0	0	3	1	0	2	4	0	0	0
IPR027799	Replication termination factor 2, RING-finger	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR027802	Multi-ubiquitin domain	12	46	4	2	0	0	1	3	9	11	4	0	1	1	54	24	2	1	1	4	1	3	14	3	2	10
IPR027805	Transposase, Helix-turn-helix domain	15	7	15	0	4	0	0	9	9	6	13	0	6	3	6	6	3	0	16	13	0	15	4	16	2	12
IPR027806	Harbinger transposase-derived nuclease domain	22	18	31	0	1	0	0	5	26	24	32	0	11	13	14	14	7	4	17	12	0	18	8	23	4	18
IPR027811	CRISPR-associated protein  Cas8a1/Csx13, Myxan subtype, C-terminal	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	1	0	1
IPR027815	10TM putative phosphate transporter, cytosolic domain	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027817	Costars domain	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR027820	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase YgdH, N-terminal	5	4	2	0	0	0	0	1	10	3	6	0	0	3	3	1	0	1	3	2	1	1	0	2	4	4
IPR027823	Domain of unknown function DUF4468 with TBP-like fold	2	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	2	0	3	0	2	0	0
IPR027824	Domain of unknown function DUF4469 with IG-like fold	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
