GO	description	category	ERR1811624	ERR1811625	ERR1811626	ERR1811627	ERR1811628	ERR1811629	ERR1811630	ERR1811631	ERR1811632	ERR1811633	ERR1811634	ERR1811635	ERR1811636	ERR1811637	ERR1811638	ERR1811639	ERR1811640	ERR1811641	ERR1811642	ERR1811643	ERR1811644	ERR1811645	ERR1811646	ERR1811647	ERR1811648	ERR1811649	ERR1811650	ERR1811651	ERR1811652	ERR1811653	ERR1811654	ERR1811655	ERR1811656	ERR1811657	ERR1811658	ERR1811659	ERR1811660	ERR1811661
GO:0042325	regulation of phosphorylation	biological process	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	3	3	1	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	0	0
GO:0042330	taxis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0042384	cilium assembly	biological process	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
GO:0042393	histone binding	molecular function	30	17	49	14	22	7	50	25	23	17	30	18	6	6	38	11	24	13	31	50	44	17	20	18	16	23	40	30	28	32	40	21	31	15	29	37	4	34
GO:0042398	cellular modified amino acid biosynthetic process	biological process	373	704	1536	1122	1815	114	576	661	1153	1135	268	946	888	265	651	546	1238	1181	528	1058	938	780	1090	1377	685	753	1642	339	352	486	756	792	409	452	836	983	389	468
GO:0042407	cristae formation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042410	6-carboxyhexanoate-CoA ligase activity	molecular function	17	24	81	4	29	11	40	37	23	39	3	35	5	30	18	0	45	54	20	39	23	10	14	0	21	40	17	1	20	27	16	23	3	11	20	63	6	60
GO:0042438	melanin biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO:0042493	response to drug	biological process	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	1
GO:0042545	cell wall modification	biological process	22	52	194	82	83	50	49	30	72	57	77	75	45	54	91	73	109	80	88	109	83	84	103	128	52	38	69	64	110	71	32	21	155	90	73	75	28	62
GO:0042546	cell wall biogenesis	biological process	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	4	4	3	0	0	0	10	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0042549	photosystem II stabilization	biological process	11	11	20	6	4	2	9	12	7	7	4	2	9	3	8	8	5	13	9	17	9	5	7	8	7	2	12	7	15	7	14	9	14	10	5	11	2	6
GO:0042555	MCM complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	3	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0
GO:0042558	pteridine-containing compound metabolic process	biological process	3204	3735	7477	3950	6251	2393	4560	3275	4351	4503	5549	3496	3998	2305	6105	1614	3723	3340	5334	6783	6246	2525	3656	4141	3447	4694	6818	4687	5113	6202	4438	4148	8153	4933	5451	4940	2187	5001
GO:0042578	phosphoric ester hydrolase activity	molecular function	73	42	204	104	141	20	71	72	111	102	55	72	98	35	84	37	59	71	89	145	108	31	29	61	69	94	160	72	69	106	90	59	72	72	86	90	47	97
GO:0042597	periplasmic space	cellular component	1619	1639	3891	1952	2981	668	2102	1529	2240	2468	1516	1663	1771	864	2619	881	2055	2017	2508	3097	2617	1188	1799	2071	1642	2096	3138	1459	1844	1930	2185	1517	1863	1718	2110	2491	914	1648
GO:0042600	chorion	cellular component	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042601	endospore-forming forespore	cellular component	0	0	1	0	0	0	0	0	0	0	2	1	2	0	2	2	0	1	7	4	0	2	3	8	0	2	4	0	0	1	0	1	0	1	1	0	8	3
GO:0042609	CD4 receptor binding	molecular function	0	1	0	0	0	0	0	0	4	5	1	2	0	1	0	0	0	0	0	4	1	0	0	0	0	2	2	1	0	1	2	1	0	0	0	0	0	0
GO:0042613	MHC class II protein complex	cellular component	0	3	1	0	2	0	2	0	0	1	0	0	4	1	2	0	1	0	2	2	5	2	1	2	6	0	2	2	0	5	1	3	3	0	1	1	0	1
GO:0042619	poly-hydroxybutyrate biosynthetic process	biological process	269	264	583	521	631	33	359	245	450	308	76	319	408	140	439	199	480	543	398	578	454	358	395	660	299	330	643	277	240	336	357	299	228	320	363	347	240	209
GO:0042624	ATPase activity, uncoupled	molecular function	0	1	0	0	0	2	0	1	0	0	0	1	0	3	1	0	0	1	0	0	1	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	2
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular function	2998	3547	6850	4775	6979	2608	4295	3510	4928	5026	6216	3962	4534	2378	6792	2117	4588	4326	6093	7524	6446	2746	3828	4833	3812	4696	7946	5492	6275	7102	4214	4304	8476	5103	5020	3963	2463	4838
GO:0042627	chylomicron	cellular component	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0042651	thylakoid membrane	cellular component	16	21	41	26	34	9	20	6	27	26	18	19	27	5	20	6	10	5	26	32	28	5	11	13	20	17	40	10	12	16	17	16	12	8	26	11	4	18
GO:0042710	biofilm formation	biological process	10	9	27	12	11	7	8	7	32	18	11	11	8	11	16	8	13	13	12	14	9	10	9	9	12	16	8	18	28	15	13	7	13	18	6	18	4	15
GO:0042729	DASH complex	cellular component	0	0	2	0	0	1	0	1	2	0	2	1	0	0	4	0	0	0	3	3	5	2	0	0	0	1	0	0	1	1	2	0	2	1	0	0	0	0
GO:0042742	defense response to bacterium	biological process	97	59	100	104	143	34	136	164	115	110	230	90	245	175	344	64	119	93	317	501	311	101	111	195	158	212	436	134	259	293	240	161	182	221	220	69	198	100
GO:0042765	GPI-anchor transamidase complex	cellular component	0	0	0	0	1	0	1	1	0	1	0	3	0	1	0	1	1	2	0	0	0	3	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
GO:0042773	ATP synthesis coupled electron transport	biological process	1612	1552	3263	2005	3046	717	2113	1613	2120	2295	1919	1721	1892	1088	2942	752	1762	1753	2488	3522	2949	1084	1674	1794	1718	2082	3405	1752	2141	2398	2033	1890	2675	1902	2317	2052	843	1978
GO:0042802	identical protein binding	molecular function	77	127	230	163	238	39	152	184	281	200	134	161	201	53	133	72	177	148	143	226	213	59	57	156	142	150	305	67	93	116	110	141	110	92	153	159	46	107
GO:0042803	protein homodimerization activity	molecular function	717	846	1619	922	1538	529	893	768	960	1023	1264	855	783	460	1344	326	995	770	1222	1411	1351	537	690	884	794	987	1509	1098	1276	1280	880	829	1808	1122	1101	989	426	1116
GO:0042811	pheromone biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042819	vitamin B6 biosynthetic process	biological process	472	580	965	970	1133	499	641	680	916	747	1232	670	835	332	1023	385	960	710	850	1157	1188	669	1204	1174	623	814	1574	1022	988	986	660	828	1707	771	903	530	498	858
GO:0042823	pyridoxal phosphate biosynthetic process	biological process	472	580	965	970	1133	499	641	680	916	747	1232	670	835	332	1023	385	960	710	850	1157	1188	669	1204	1174	623	814	1574	1022	988	986	660	828	1707	771	903	530	498	858
GO:0042834	peptidoglycan binding	molecular function	877	1027	1908	875	1483	452	1178	862	1020	1176	863	824	703	567	1491	269	649	736	1392	1599	1564	354	372	589	858	1121	1338	868	1122	1079	1205	825	1215	977	1224	1214	243	1058
GO:0042891	antibiotic transport	biological process	0	0	4	1	1	0	0	0	0	0	0	0	3	4	0	0	2	1	1	3	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
GO:0042919	benzoate transport	biological process	5	37	118	132	226	0	8	40	105	59	16	66	105	8	37	59	129	185	27	28	41	62	101	187	31	19	81	22	18	18	39	41	21	38	17	89	52	31
GO:0042925	benzoate transporter activity	molecular function	5	37	118	132	226	0	8	40	105	59	16	66	105	8	37	59	129	185	27	28	41	62	101	187	31	19	81	22	18	18	39	41	21	38	17	89	52	31
GO:0042953	lipoprotein transport	biological process	4	1	9	0	7	0	5	7	4	11	3	5	5	3	8	0	0	9	8	12	9	0	1	3	1	6	4	3	5	10	3	3	2	6	2	5	0	0
GO:0042954	lipoprotein transporter activity	molecular function	4	1	9	0	7	0	5	7	4	11	3	5	5	3	8	0	0	9	8	12	9	0	1	3	1	6	4	3	5	10	3	3	2	6	2	5	0	0
GO:0042981	regulation of apoptotic process	biological process	3	5	12	5	6	3	8	1	9	5	4	5	10	1	5	1	10	4	9	17	13	7	12	8	9	3	24	5	1	3	3	11	11	3	9	9	5	2
GO:0043015	gamma-tubulin binding	molecular function	0	0	0	1	1	0	2	5	3	1	0	2	0	0	1	1	2	7	0	0	0	5	3	2	0	0	2	0	1	2	1	1	1	0	0	0	0	1
GO:0043022	ribosome binding	molecular function	78	98	133	198	227	144	156	78	165	102	274	112	70	48	199	38	95	112	161	166	178	89	124	111	71	108	110	188	232	210	89	55	348	159	136	77	82	171
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	molecular function	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0
GO:0043039	tRNA aminoacylation	biological process	4854	5710	11301	7021	10393	3316	6750	5095	6946	7644	7821	6324	5636	3330	10064	2589	5686	5667	8218	10116	9264	3337	4764	5981	5472	6628	10586	7949	8667	9953	6672	5858	12906	7837	7701	7344	2675	7315
GO:0043043	peptide biosynthetic process	biological process	360	401	825	518	742	215	482	403	501	609	502	505	411	243	723	169	503	438	550	746	710	232	421	508	434	500	765	530	613	682	509	454	805	571	508	531	245	508
GO:0043044	ATP-dependent chromatin remodeling	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043047	single-stranded telomeric DNA binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0043066	negative regulation of apoptotic process	biological process	27	5	20	4	9	1	22	15	21	35	2	29	7	8	43	1	5	2	49	27	44	3	2	4	9	25	30	5	10	31	34	6	4	7	25	18	0	13
GO:0043085	positive regulation of catalytic activity	biological process	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0043086	negative regulation of catalytic activity	biological process	3	12	12	8	18	2	2	1	0	3	5	5	6	1	0	0	2	1	17	12	3	1	1	1	6	3	6	4	16	5	4	6	11	14	6	1	9	14
GO:0043087	regulation of GTPase activity	biological process	3	2	4	7	1	4	3	0	6	7	2	5	9	1	2	0	4	11	2	0	2	9	5	7	3	8	11	2	6	2	3	1	2	1	5	1	0	5
GO:0043093	FtsZ-dependent cytokinesis	biological process	7	11	29	11	30	8	29	14	13	13	15	8	11	9	13	3	10	12	23	29	11	3	6	16	8	8	15	28	17	15	8	8	21	6	10	16	3	12
GO:0043113	receptor clustering	biological process	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO:0043115	precorrin-2 dehydrogenase activity	molecular function	287	302	578	337	469	184	362	265	314	407	384	294	276	158	475	137	274	341	445	551	614	174	220	337	259	427	517	218	342	380	355	272	355	338	391	348	150	371
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	biological process	1	0	0	0	0	1	0	0	0	1	3	0	2	0	0	0	0	1	3	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0
GO:0043130	ubiquitin binding	molecular function	20	22	74	40	68	16	29	43	58	54	29	36	57	17	32	9	21	35	17	60	68	14	11	39	36	17	56	21	34	40	19	36	40	43	20	41	12	41
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular function	281	275	759	302	444	107	346	267	323	433	272	287	290	168	523	160	277	267	394	507	499	143	153	235	275	342	479	383	380	517	428	265	538	369	419	415	95	286
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043158	heterocyst differentiation	biological process	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological process	6	3	3	6	4	11	2	5	4	5	4	2	4	2	3	5	5	5	5	5	2	3	8	4	5	2	3	2	8	5	1	3	7	6	6	4	1	6
GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	biological process	13	8	17	19	14	11	21	8	14	18	17	24	13	18	21	4	20	19	20	30	20	11	8	30	6	10	26	17	16	17	17	5	11	14	13	13	4	8
GO:0043169	cation binding	molecular function	379	353	648	375	595	178	462	435	417	492	366	335	457	232	540	161	347	238	555	827	767	218	330	349	414	514	750	321	472	483	504	460	437	463	559	415	158	355
GO:0043176	amine binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular component	3087	3733	7062	4387	6917	1918	4358	3423	4382	4720	4411	3822	3598	2364	5826	1704	3748	3715	5148	6565	6238	2313	3184	4036	3535	4500	6907	3792	4855	4868	4386	3833	5980	4572	5027	4469	4032	4321
GO:0043231	intracellular membrane-bounded organelle	cellular component	352	315	735	414	611	101	389	290	406	367	178	303	258	124	489	125	288	318	484	487	532	159	166	268	309	335	554	232	253	376	463	288	275	295	436	481	91	279
GO:0043236	laminin binding	molecular function	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO:0043248	proteasome assembly	biological process	3	1	0	0	0	0	0	3	0	1	2	1	1	0	0	2	0	0	3	0	0	2	0	0	0	0	1	1	0	1	0	1	0	1	3	0	0	0
GO:0043395	heparan sulfate proteoglycan binding	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0043401	steroid hormone mediated signaling pathway	biological process	0	0	4	2	3	2	5	0	2	2	4	3	0	1	2	2	3	3	0	2	2	3	0	4	3	1	2	1	8	2	1	1	4	3	1	3	1	0
GO:0043419	urea catabolic process	biological process	62	37	94	98	103	5	60	28	51	76	11	61	57	18	110	62	163	124	30	68	52	102	152	167	35	46	67	65	39	80	56	27	59	85	30	57	110	33
GO:0043461	proton-transporting ATP synthase complex assembly	biological process	14	36	75	116	122	2	23	23	46	46	7	43	57	17	25	41	56	82	23	35	37	46	49	135	28	35	70	48	32	11	27	31	61	76	18	52	53	26
GO:0043462	regulation of ATPase activity	biological process	0	2	1	0	2	1	1	1	1	0	3	0	1	0	0	6	30	10	0	1	0	28	66	36	0	0	1	1	0	1	1	0	0	0	1	2	19	1
GO:0043495	protein anchor	molecular function	1	0	4	3	3	0	1	0	1	1	0	0	5	1	3	2	2	1	0	3	0	2	0	1	3	1	1	0	3	2	0	3	0	1	1	1	0	0
GO:0043531	ADP binding	molecular function	22	35	71	64	100	48	28	44	78	93	84	88	114	22	53	106	83	134	75	71	71	114	40	89	42	52	138	41	68	66	28	49	76	48	41	30	27	58
GO:0043546	molybdopterin cofactor binding	molecular function	0	1	3	2	2	0	1	0	5	0	1	1	1	0	0	2	2	0	0	1	0	1	3	2	0	2	2	0	1	0	1	1	0	0	0	0	0	1
GO:0043547	positive regulation of GTPase activity	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043548	phosphatidylinositol 3-kinase binding	molecular function	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GO:0043565	sequence-specific DNA binding	molecular function	8422	9484	18404	10357	15439	5895	10944	9371	11587	12152	12711	9357	9825	6219	13557	4878	11455	10863	12645	16034	15355	7025	9651	11555	9232	11329	16582	9834	11868	11137	10293	9281	13764	11198	12116	11482	6123	11339
GO:0043571	maintenance of CRISPR repeat elements	biological process	285	336	373	547	904	394	343	623	411	514	1003	564	956	394	613	251	546	543	620	738	794	267	325	536	475	710	1085	778	805	643	342	536	1149	831	564	211	464	639
GO:0043631	RNA polyadenylation	biological process	0	1	0	0	2	2	0	2	1	1	1	1	0	2	0	0	0	2	0	4	0	2	1	0	0	3	0	1	2	0	3	0	3	1	0	0	0	1
GO:0043657	host cell	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0043666	regulation of phosphoprotein phosphatase activity	biological process	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
GO:0043683	type IV pilus biogenesis	biological process	115	75	293	109	200	9	142	106	186	165	22	110	68	48	186	36	46	91	157	147	179	35	41	92	98	104	172	65	94	94	165	84	42	75	136	202	15	50
GO:0043711	pilus organization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
GO:0043752	adenosylcobinamide kinase activity	molecular function	160	216	364	244	447	185	175	194	189	352	311	230	227	142	223	103	234	260	289	320	294	158	194	247	129	338	457	190	271	207	183	230	395	254	256	208	223	292
GO:0043768	S-ribosylhomocysteine lyase activity	molecular function	15	2	10	1	1	7	5	2	4	3	14	1	10	4	47	5	3	8	34	26	9	8	0	5	5	11	6	96	49	232	2	6	240	75	8	4	8	17
GO:0043772	acyl-phosphate glycerol-3-phosphate acyltransferase activity	molecular function	676	701	1335	742	1070	616	805	565	766	960	1578	656	689	423	1457	273	589	588	1280	1329	1238	349	474	643	577	748	1190	1193	1260	1585	770	717	2062	1089	928	848	304	983
GO:0043874	acireductone synthase activity	molecular function	0	0	0	3	0	0	0	1	0	0	0	0	1	4	2	0	0	0	0	2	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1
GO:0043934	sporulation	biological process	0	4	0	0	3	4	2	6	0	1	5	0	9	0	4	1	7	5	17	16	3	1	15	15	3	8	17	1	2	4	0	1	3	9	5	2	68	5
GO:0043937	regulation of sporulation	biological process	2	1	2	1	3	1	2	0	2	5	12	2	7	1	2	0	6	4	2	4	2	3	7	4	0	2	9	1	2	3	4	1	1	3	3	0	25	1
GO:0043953	protein transport by the Tat complex	biological process	18	31	44	52	54	7	37	26	40	44	8	24	30	8	54	17	36	42	43	59	49	14	7	29	21	35	42	18	40	43	34	15	21	25	22	35	15	17
GO:0044038	cell wall macromolecule biosynthetic process	biological process	1	0	8	7	1	3	0	0	3	2	6	4	3	4	5	30	61	10	3	4	0	45	125	92	0	4	2	4	3	0	0	2	2	0	2	2	270	9
GO:0044070	regulation of anion transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044163	host cytoskeleton	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0044165	host cell endoplasmic reticulum	cellular component	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0
GO:0044205	'de novo' UMP biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0044212	transcription regulatory region DNA binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0044237	cellular metabolic process	biological process	1323	1424	2699	1526	2292	1243	1813	1401	1696	1693	2891	1429	1518	949	2740	459	1110	1101	2460	2804	2713	640	869	1216	1485	1865	2672	2359	2589	2497	1711	1727	3850	1963	2094	1762	787	2450
GO:0044238	primary metabolic process	biological process	504	546	1123	734	1114	299	686	510	755	835	639	625	596	320	937	277	673	634	965	1210	1010	419	514	722	624	685	1106	658	886	890	705	631	985	804	866	763	341	649
GO:0044249	cellular biosynthetic process	biological process	148	182	294	156	312	93	184	162	183	212	234	170	133	101	235	96	228	176	235	290	314	134	170	209	124	185	270	185	175	237	183	164	270	145	203	197	73	197
GO:0044284	mitochondrial crista junction	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0044341	sodium-dependent phosphate transport	biological process	1054	774	2080	703	1082	506	1284	703	889	1003	1074	754	503	490	1643	232	434	618	1208	1419	1416	230	152	388	739	1022	1158	1030	1306	1514	1268	549	1912	1170	1042	1307	293	1104
GO:0044406	adhesion of symbiont to host	biological process	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	1	0	0
GO:0044780	bacterial-type flagellum assembly	biological process	257	342	403	348	571	211	354	269	224	402	595	307	309	259	454	83	286	331	352	551	448	97	120	276	209	403	505	297	552	424	289	345	491	480	333	278	232	441
GO:0044781	bacterial-type flagellum organization	biological process	152	204	251	165	267	108	187	150	104	235	269	160	170	133	223	55	149	201	216	312	314	69	68	144	138	221	298	176	290	229	175	185	264	246	250	166	72	257
GO:0044877	macromolecular complex binding	molecular function	1	0	0	0	1	1	0	4	2	0	0	0	0	1	3	1	1	0	0	2	0	0	0	1	0	0	1	1	1	1	0	2	1	0	2	0	0	0
GO:0045017	glycerolipid biosynthetic process	biological process	737	740	1904	921	1486	78	1069	1185	1469	1194	180	894	1010	169	1005	461	998	803	741	1206	1105	708	1008	1258	1196	880	2319	141	314	616	1409	1174	262	366	1165	1377	1158	430
GO:0045033	peroxisome inheritance	biological process	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0045040	protein import into mitochondrial outer membrane	biological process	5	2	4	4	10	10	8	7	6	4	18	2	2	5	14	9	5	4	6	3	6	3	5	2	2	5	6	6	2	3	3	5	5	7	3	1	3	6
GO:0045087	innate immune response	biological process	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045095	keratin filament	cellular component	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	6	0	0	1	2	0	0	0	3	0	2	0	1	1	0	1	1	0	0	0	0	0
GO:0045116	protein neddylation	biological process	2	2	0	0	0	6	5	2	0	0	5	0	0	1	1	0	0	1	5	3	5	1	0	2	1	6	0	1	1	4	1	3	2	1	5	1	0	0
GO:0045145	single-stranded DNA 5'-3' exodeoxyribonuclease activity	molecular function	0	0	2	0	4	4	2	0	0	0	1	1	0	2	1	0	0	2	0	3	0	2	0	0	2	1	0	0	0	3	1	1	5	0	0	0	0	2
GO:0045149	acetoin metabolic process	biological process	0	0	1	1	1	2	0	0	2	0	0	0	1	0	4	0	3	0	0	3	3	1	1	0	0	0	2	0	1	0	0	0	2	4	0	0	2	2
GO:0045151	acetoin biosynthetic process	biological process	65	90	131	122	174	57	46	55	137	172	157	133	92	65	138	34	75	73	112	107	134	36	50	63	64	85	154	120	135	145	92	81	240	152	100	81	58	131
GO:0045152	antisigma factor binding	molecular function	59	58	94	40	71	45	58	38	69	59	75	34	47	34	53	20	59	44	79	104	79	49	42	68	35	59	83	23	42	46	53	36	30	34	33	48	23	53
GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	molecular function	257	85	392	88	71	21	273	274	82	85	32	42	77	114	799	83	79	77	309	412	302	199	62	102	224	223	262	531	266	344	332	127	301	491	350	213	71	106
GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	2	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO:0045227	capsule polysaccharide biosynthetic process	biological process	84	111	137	69	67	51	117	92	92	101	146	83	77	46	140	25	34	43	108	145	157	14	19	31	119	109	156	123	109	82	147	90	166	57	158	74	43	90
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	cellular component	1714	1851	3964	2548	3947	875	2246	1886	2588	2622	2268	2233	2155	1116	3285	955	2289	2231	2783	3732	3354	1376	1729	2495	1991	2428	3779	2307	2615	3258	2376	2103	3309	2419	2580	2555	935	2200
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	cellular component	944	1043	1908	1308	1797	563	1267	963	1124	1434	1324	1089	1100	635	1837	448	1027	989	1611	1830	1679	619	846	1112	939	1316	1701	1089	1317	1542	1187	1123	1554	1202	1394	1247	542	1262
GO:0045281	succinate dehydrogenase complex	cellular component	28	53	91	67	134	0	42	35	67	71	8	61	59	16	70	28	90	65	70	51	58	28	23	65	31	42	98	28	25	36	44	24	15	27	43	60	27	21
GO:0045300	acyl-[acyl-carrier-protein] desaturase activity	molecular function	22	36	167	121	98	4	44	32	78	58	17	56	52	18	65	93	231	105	55	88	24	178	238	233	69	37	94	70	98	58	33	36	35	83	60	98	355	40
GO:0045301	tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	molecular function	162	154	614	218	300	12	205	253	404	316	25	218	206	54	242	141	270	328	205	266	223	158	120	252	237	201	451	77	99	142	300	217	64	98	261	362	18	73
GO:0045340	mercury ion binding	molecular function	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045430	chalcone isomerase activity	molecular function	0	2	1	5	3	0	2	4	3	4	0	4	1	2	1	0	2	0	2	1	6	1	1	0	1	0	1	0	5	4	2	1	1	1	4	1	0	3
GO:0045454	cell redox homeostasis	biological process	5315	5447	11461	6407	9647	3108	7143	5422	7069	7841	7219	5959	5951	3435	10276	2641	6408	5874	9337	10901	10273	3978	5479	6856	5615	6779	10537	6985	8079	9187	7373	5753	10215	7402	8216	7426	3471	6773
GO:0045490	pectin catabolic process	biological process	36	59	64	11	58	75	65	33	12	52	151	21	52	48	80	3	18	11	83	76	110	9	11	15	19	82	44	66	124	103	44	37	192	90	57	32	18	85
GO:0045493	xylan catabolic process	biological process	152	195	554	401	395	136	213	171	283	434	339	396	249	179	242	256	527	518	202	367	297	346	324	552	241	218	443	221	591	316	272	189	542	485	278	293	101	442
